source_position_id,target_position_id,exposure_weight,rank_for_receiver,interaction_types,edge_layer,backbone_reason
253818,384107,1.0,21.0,"Like,Quote,Repost",context_induced_prompt_top30,
310730,384107,1.0,24.0,"Like,Quote,Repost",context_induced_prompt_top30,
194290,384107,0.9833917668204312,27.0,"Like,Quote,Repost",context_induced_prompt_top30,
336741,384560,0.5273910471894925,5.0,"Like,Quote,Repost",context_induced_prompt_top30,
31772,384560,0.4441737747323588,7.0,Like,context_induced_prompt_top30,
235919,384560,0.4354406587144842,8.0,"Like,Repost",context_induced_prompt_top30,
345402,384560,0.3780183049308937,10.0,"Like,Repost",context_induced_prompt_top30,
337637,384560,0.3640583759233743,11.0,"Like,Repost",context_induced_prompt_top30,
345831,384560,0.2085869893705163,17.0,Repost,context_induced_prompt_top30,
377169,384560,0.2085869893705163,18.0,Repost,context_induced_prompt_top30,
363863,384560,0.1567035560722973,27.0,Like,context_induced_prompt_top30,
31639,384560,0.1283131159360933,28.0,Repost,context_induced_prompt_top30,
34967,384560,0.1283131159360933,29.0,Repost,context_induced_prompt_top30,
137208,384560,0.1283131159360933,30.0,Repost,context_induced_prompt_top30,
108461,388514,0.5599253333332705,1.0,Repost,context_induced_prompt_top30,
369106,388514,0.4593299334664671,2.0,Repost,context_induced_prompt_top30,
115748,388514,0.4119450152821966,3.0,Repost,context_induced_prompt_top30,
377169,388514,0.3513383439627541,4.0,Repost,context_induced_prompt_top30,
137208,388514,0.267148692227681,5.0,Repost,context_induced_prompt_top30,
241036,388514,0.267148692227681,7.0,Repost,context_induced_prompt_top30,
31639,388514,0.2085869893705163,9.0,Repost,context_induced_prompt_top30,
83111,388514,0.2085869893705163,10.0,Repost,context_induced_prompt_top30,
258451,388514,0.2085869893705163,11.0,Repost,context_induced_prompt_top30,
345402,388514,0.2085869893705163,12.0,Repost,context_induced_prompt_top30,
363863,388514,0.2085869893705163,13.0,Repost,context_induced_prompt_top30,
31772,388514,0.1283131159360933,14.0,Repost,context_induced_prompt_top30,
61017,388514,0.1283131159360933,15.0,Repost,context_induced_prompt_top30,
71058,388514,0.1283131159360933,17.0,Repost,context_induced_prompt_top30,
107328,388514,0.1283131159360933,18.0,Repost,context_induced_prompt_top30,
184624,388514,0.1283131159360933,21.0,Repost,context_induced_prompt_top30,
194290,388514,0.1283131159360933,23.0,Repost,context_induced_prompt_top30,
235919,388514,0.1283131159360933,24.0,Repost,context_induced_prompt_top30,
255702,388514,0.1283131159360933,25.0,Repost,context_induced_prompt_top30,
296407,388514,0.1283131159360933,27.0,Repost,context_induced_prompt_top30,
313305,388514,0.1283131159360933,28.0,Repost,context_induced_prompt_top30,
363863,39505,0.788259000122077,1.0,"Like,Quote,Repost",context_induced_prompt_top30,
235919,39505,0.6604173720300774,4.0,"Like,Quote,Repost",context_induced_prompt_top30,
348993,39505,0.6223057712412302,5.0,"Like,Quote,Repost",context_induced_prompt_top30,
267868,39505,0.6178440348803175,6.0,"Like,Quote,Repost",context_induced_prompt_top30,
31639,39505,0.5822526820273479,7.0,"Like,Quote,Repost",context_induced_prompt_top30,
241036,39505,0.5768812633771987,8.0,"Like,Repost",context_induced_prompt_top30,
31772,39505,0.5753219796978944,9.0,"Like,Quote,Repost",context_induced_prompt_top30,
377169,39505,0.5513634992284235,10.0,"Quote,Repost",context_induced_prompt_top30,
313305,39505,0.545163928390195,11.0,"Like,Repost",context_induced_prompt_top30,
83111,39505,0.5406253285915883,12.0,"Like,Quote,Repost",context_induced_prompt_top30,
369106,39505,0.5378561736544525,13.0,"Like,Quote,Repost",context_induced_prompt_top30,
108461,39505,0.5322102006662913,14.0,"Like,Quote,Repost",context_induced_prompt_top30,
61017,39505,0.5254331974116617,15.0,"Like,Quote,Repost",context_induced_prompt_top30,
345831,39505,0.5163988549254659,17.0,"Like,Repost",context_induced_prompt_top30,
115748,39505,0.4772123419320002,22.0,"Like,Quote,Repost",context_induced_prompt_top30,
71058,39505,0.4658859453096172,24.0,"Like,Quote,Repost",context_induced_prompt_top30,
274785,39505,0.4606569818507811,25.0,"Like,Repost",context_induced_prompt_top30,
20711,39505,0.4579947685278232,26.0,"Like,Quote,Repost",context_induced_prompt_top30,
255702,39505,0.4566513871378561,27.0,"Like,Quote,Repost",context_induced_prompt_top30,
233047,39505,0.4539395660912545,28.0,"Like,Quote,Repost",context_induced_prompt_top30,
9057,401074,1.0,3.0,"Like,Quote,Repost",context_induced_prompt_top30,
31639,401074,1.0,6.0,"Like,Quote,Repost",context_induced_prompt_top30,
42292,401074,1.0,9.0,"Like,Quote,Repost",context_induced_prompt_top30,
55031,401074,1.0,11.0,"Like,Quote,Repost",context_induced_prompt_top30,
92368,401074,1.0,20.0,"Like,Quote,Repost",context_induced_prompt_top30,
107328,401074,1.0,25.0,"Like,Quote,Repost",context_induced_prompt_top30,
121432,401074,1.0,29.0,"Like,Quote,Repost",context_induced_prompt_top30,
126397,401074,1.0,30.0,"Like,Quote,Repost",context_induced_prompt_top30,
31639,42292,1.0,2.0,"Like,Quote,Repost",context_induced_prompt_top30,
189612,42292,1.0,4.0,"Like,Quote,Repost",context_induced_prompt_top30,
384107,42292,1.0,5.0,"Like,Quote,Repost",context_induced_prompt_top30,
401074,42292,1.0,6.0,"Like,Quote,Repost",context_induced_prompt_top30,
194290,42292,0.9978647567461126,7.0,"Like,Quote,Repost",context_induced_prompt_top30,
107328,42292,0.9830294450991562,9.0,"Like,Quote,Repost",context_induced_prompt_top30,
9057,42292,0.9664608983444032,11.0,"Like,Quote,Repost",context_induced_prompt_top30,
186886,42292,0.9274413577208312,14.0,"Like,Quote,Repost",context_induced_prompt_top30,
219034,42292,0.907879132182509,16.0,"Like,Quote,Repost",context_induced_prompt_top30,
301335,42292,0.8846894816528037,21.0,"Like,Quote,Repost",context_induced_prompt_top30,
363863,48939,0.4747456627269426,1.0,"Like,Repost",context_induced_prompt_top30,
31639,48939,0.1283131159360933,3.0,Repost,context_induced_prompt_top30,
377169,48939,0.1283131159360933,4.0,Repost,context_induced_prompt_top30,
336741,48939,0.1158355035305961,6.0,Like,context_induced_prompt_top30,
61017,48939,0.0655124684913474,8.0,Like,context_induced_prompt_top30,
31772,5214,0.4808608745543529,2.0,Like,context_induced_prompt_top30,
235919,5214,0.4119450152821965,3.0,Like,context_induced_prompt_top30,
336741,5214,0.3874699451058438,4.0,Like,context_induced_prompt_top30,
115748,5214,0.3446891359172505,6.0,Like,context_induced_prompt_top30,
274785,5214,0.3446891359172505,7.0,Like,context_induced_prompt_top30,
363863,5214,0.3283382712017627,8.0,Like,context_induced_prompt_top30,
31639,5214,0.3209376035950902,9.0,"Like,Quote",context_induced_prompt_top30,
194290,5214,0.2703355924323089,11.0,Like,context_induced_prompt_top30,
255702,5214,0.2703355924323089,12.0,Like,context_induced_prompt_top30,
369106,5214,0.2469837084961317,14.0,Like,context_induced_prompt_top30,
301335,5214,0.2208312519013573,15.0,Like,context_induced_prompt_top30,
124023,5214,0.1911137633808392,16.0,Like,context_induced_prompt_top30,
337637,5214,0.1770250825046778,22.0,"Like,Quote",context_induced_prompt_top30,
61017,5214,0.1567035560722973,23.0,Like,context_induced_prompt_top30,
71058,5214,0.1567035560722973,24.0,Like,context_induced_prompt_top30,
108461,5214,0.1567035560722973,25.0,Like,context_induced_prompt_top30,
137208,5214,0.1567035560722973,28.0,Like,context_induced_prompt_top30,
31639,550,0.5599253333332705,1.0,"Like,Repost",context_induced_prompt_top30,
377169,550,0.4796514598988476,5.0,Repost,context_induced_prompt_top30,
300792,550,0.4232249525035157,7.0,Like,context_induced_prompt_top30,
253818,550,0.4000503105313387,8.0,Like,context_induced_prompt_top30,
108461,550,0.3378310183887831,11.0,"Like,Repost",context_induced_prompt_top30,
272159,550,0.3106628230698298,12.0,Like,context_induced_prompt_top30,
279865,550,0.2914291134504734,16.0,Like,context_induced_prompt_top30,
83111,550,0.2826373701227381,17.0,"Like,Repost",context_induced_prompt_top30,
267868,550,0.2826373701227381,19.0,"Like,Repost",context_induced_prompt_top30,
258451,550,0.2703355924323089,22.0,Like,context_induced_prompt_top30,
369106,550,0.2606318265851117,23.0,"Like,Repost",context_induced_prompt_top30,
189612,550,0.2469837084961317,28.0,Like,context_induced_prompt_top30,
20711,550,0.236156756408759,29.0,"Like,Repost",context_induced_prompt_top30,
31772,550,0.2286284660057276,30.0,"Like,Repost",context_induced_prompt_top30,
9057,55031,1.0,3.0,"Like,Quote,Repost",context_induced_prompt_top30,
42292,55031,1.0,7.0,"Like,Quote,Repost",context_induced_prompt_top30,
92368,55031,1.0,10.0,"Like,Quote,Repost",context_induced_prompt_top30,
126397,55031,1.0,15.0,"Like,Quote,Repost",context_induced_prompt_top30,
169089,55031,1.0,16.0,"Like,Quote,Repost",context_induced_prompt_top30,
189612,55031,1.0,19.0,"Like,Quote,Repost",context_induced_prompt_top30,
194290,55031,1.0,20.0,"Like,Quote,Repost",context_induced_prompt_top30,
219034,55031,1.0,22.0,"Like,Quote,Repost",context_induced_prompt_top30,
253818,55031,1.0,23.0,"Like,Quote,Repost",context_induced_prompt_top30,
272159,55031,1.0,26.0,"Like,Quote,Repost",context_induced_prompt_top30,
299382,55031,1.0,29.0,"Like,Quote,Repost",context_induced_prompt_top30,
345831,59310,0.5954869634294437,2.0,"Like,Repost",context_induced_prompt_top30,
363863,59310,0.5657248831843391,3.0,"Like,Quote,Repost",context_induced_prompt_top30,
369106,59310,0.4369206561593228,6.0,Repost,context_induced_prompt_top30,
377169,59310,0.3911389186465086,9.0,"Quote,Repost",context_induced_prompt_top30,
258451,59310,0.3209376035950902,15.0,"Like,Repost",context_induced_prompt_top30,
336741,59310,0.3158606587962654,16.0,"Like,Repost",context_induced_prompt_top30,
241036,59310,0.2168256571884323,26.0,"Quote,Repost",context_induced_prompt_top30,
313305,61017,0.7266351683949793,4.0,"Like,Repost",context_induced_prompt_top30,
194290,61017,0.6752663886639081,6.0,"Like,Repost",context_induced_prompt_top30,
266100,61017,0.6640951762492069,7.0,"Like,Repost",context_induced_prompt_top30,
363863,61017,0.5069744221771048,14.0,"Like,Repost",context_induced_prompt_top30,
115748,61017,0.5015573008602012,15.0,"Like,Repost",context_induced_prompt_top30,
377169,61017,0.5004575565345356,16.0,"Quote,Repost",context_induced_prompt_top30,
274785,61017,0.4168508124541016,29.0,"Like,Repost",context_induced_prompt_top30,
296407,71058,0.4960023246143353,1.0,"Like,Repost",context_induced_prompt_top30,
31772,71058,0.4844494285741396,2.0,"Like,Repost",context_induced_prompt_top30,
363863,71058,0.2606318265851117,7.0,"Like,Repost",context_induced_prompt_top30,
5214,71058,0.2539144108255852,8.0,"Like,Repost",context_induced_prompt_top30,
258451,71058,0.2000251552656693,10.0,"Like,Repost",context_induced_prompt_top30,
115748,71058,0.1911137633808392,11.0,Like,context_induced_prompt_top30,
194290,71058,0.1671007013916554,13.0,"Like,Repost",context_induced_prompt_top30,
369106,71058,0.1671007013916554,17.0,"Like,Repost",context_induced_prompt_top30,
83111,71058,0.1283131159360933,19.0,Repost,context_induced_prompt_top30,
267868,71058,0.1283131159360933,20.0,Repost,context_induced_prompt_top30,
377169,71058,0.1283131159360933,22.0,Repost,context_induced_prompt_top30,
61017,71058,0.1158355035305961,25.0,Like,context_induced_prompt_top30,
108461,71058,0.1158355035305961,28.0,Like,context_induced_prompt_top30,
31639,80495,1.0,2.0,"Like,Quote,Repost",context_induced_prompt_top30,
42292,80495,1.0,4.0,"Like,Quote,Repost",context_induced_prompt_top30,
121432,80495,1.0,7.0,"Like,Quote,Repost",context_induced_prompt_top30,
186886,80495,1.0,8.0,"Like,Quote,Repost",context_induced_prompt_top30,
189612,80495,1.0,9.0,"Like,Quote,Repost",context_induced_prompt_top30,
253818,80495,1.0,12.0,"Like,Quote,Repost",context_induced_prompt_top30,
310730,80495,1.0,17.0,"Like,Quote,Repost",context_induced_prompt_top30,
401074,80495,1.0,19.0,"Like,Quote,Repost",context_induced_prompt_top30,
272159,80495,0.9458242630512594,27.0,"Like,Quote,Repost",context_induced_prompt_top30,
194290,80495,0.920148199984322,30.0,"Like,Quote,Repost",context_induced_prompt_top30,
363863,83111,0.433950558819823,1.0,"Like,Repost",context_induced_prompt_top30,
377169,83111,0.4119450152821966,2.0,Repost,context_induced_prompt_top30,
5214,83111,0.4086121446361856,3.0,"Like,Quote,Repost",context_induced_prompt_top30,
345402,83111,0.3513383439627541,4.0,Repost,context_induced_prompt_top30,
267868,83111,0.3469281174621453,5.0,"Like,Repost",context_induced_prompt_top30,
235919,83111,0.236156756408759,6.0,"Like,Repost",context_induced_prompt_top30,
313305,83111,0.236156756408759,7.0,"Like,Repost",context_induced_prompt_top30,
31772,83111,0.2000251552656693,9.0,"Like,Repost",context_induced_prompt_top30,
336741,83111,0.1671007013916554,11.0,"Like,Repost",context_induced_prompt_top30,
365921,83111,0.1567035560722973,15.0,Like,context_induced_prompt_top30,
71058,83111,0.1283131159360933,19.0,Repost,context_induced_prompt_top30,
115748,83111,0.1283131159360933,22.0,Repost,context_induced_prompt_top30,
31639,90090,0.7776819036038762,1.0,"Like,Quote,Repost",context_induced_prompt_top30,
31772,90090,0.5807314299689585,2.0,"Quote,Repost",context_induced_prompt_top30,
258451,90090,0.430939493330263,9.0,"Like,Quote,Repost",context_induced_prompt_top30,
194290,90090,0.3599001780676012,13.0,"Quote,Repost",context_induced_prompt_top30,
301335,90090,0.3599001780676012,14.0,"Quote,Repost",context_induced_prompt_top30,
219034,90090,0.3184138900887403,17.0,"Like,Quote,Repost",context_induced_prompt_top30,
107328,90090,0.3132772110476617,18.0,Repost,context_induced_prompt_top30,
184624,90090,0.2734766363639073,24.0,"Quote,Repost",context_induced_prompt_top30,
383153,90090,0.2734766363639073,25.0,"Quote,Repost",context_induced_prompt_top30,
247716,9057,0.980353883298042,3.0,"Like,Quote,Repost",context_induced_prompt_top30,
384107,9057,0.9448186071044538,5.0,"Like,Quote,Repost",context_induced_prompt_top30,
107328,9057,0.9363028470367036,7.0,"Like,Quote,Repost",context_induced_prompt_top30,
253818,9057,0.8981133408236134,9.0,"Like,Quote,Repost",context_induced_prompt_top30,
301335,9057,0.8831669032959077,10.0,"Like,Quote,Repost",context_induced_prompt_top30,
42292,9057,0.8331619490166431,14.0,"Like,Quote,Repost",context_induced_prompt_top30,
31639,9057,0.8192813013073019,17.0,"Like,Quote,Repost",context_induced_prompt_top30,
186886,9057,0.8063666843157532,20.0,"Like,Quote,Repost",context_induced_prompt_top30,
401074,9057,0.7675413850603712,26.0,"Like,Quote,Repost",context_induced_prompt_top30,
121432,92368,1.0,5.0,"Like,Quote,Repost",context_induced_prompt_top30,
126397,92368,1.0,6.0,"Like,Quote,Repost",context_induced_prompt_top30,
174061,92368,1.0,10.0,"Like,Quote,Repost",context_induced_prompt_top30,
189612,92368,1.0,13.0,"Like,Quote,Repost",context_induced_prompt_top30,
247716,92368,1.0,18.0,"Like,Quote,Repost",context_induced_prompt_top30,
300792,92368,1.0,24.0,"Like,Quote,Repost",context_induced_prompt_top30,
340002,92368,1.0,27.0,"Like,Quote,Repost",context_induced_prompt_top30,
61017,96044,0.2765731249760421,2.0,"Like,Repost",context_induced_prompt_top30,
348993,96044,0.2606318265851117,3.0,"Like,Quote",context_induced_prompt_top30,
377169,96044,0.2168256571884323,4.0,"Quote,Repost",context_induced_prompt_top30,
363863,96044,0.2000251552656693,5.0,"Like,Repost",context_induced_prompt_top30,
31639,96044,0.1283131159360933,8.0,Repost,context_induced_prompt_top30,
345831,96044,0.1283131159360933,11.0,Repost,context_induced_prompt_top30,
369106,96044,0.1283131159360933,12.0,Repost,context_induced_prompt_top30,
108461,96044,0.1158355035305961,13.0,Like,context_induced_prompt_top30,
313305,106070,0.4119450152821966,2.0,Repost,directed_backbone,top_1_incoming_per_receiver
9057,107328,1.0,1.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight+top_1_incoming_per_receiver
31639,107328,1.0,2.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight
296407,108461,0.4784353075224832,1.0,"Like,Quote,Repost",directed_backbone,top_1_incoming_per_receiver
369106,110449,0.4593299334664671,1.0,"Like,Quote,Repost",directed_backbone,top_1_incoming_per_receiver
296407,115748,0.5954869634294437,1.0,"Like,Quote,Repost",directed_backbone,top_1_incoming_per_receiver
92368,121432,1.0,3.0,"Like,Quote",directed_backbone,global_top_50_exposure_weight+top_1_incoming_per_receiver
369106,124023,0.413592561117296,2.0,"Like,Repost",directed_backbone,top_1_incoming_per_receiver
92368,126397,1.0,9.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight+top_1_incoming_per_receiver
258451,129225,0.3469281174621453,1.0,"Like,Repost",directed_backbone,top_1_incoming_per_receiver
31639,129327,1.0,2.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight+top_1_incoming_per_receiver
168173,134305,0.3491443678374507,8.0,"Like,Repost",directed_backbone,top_1_incoming_per_receiver
296407,137208,0.3469281174621453,2.0,"Like,Repost",directed_backbone,top_1_incoming_per_receiver
61017,139411,0.441301380830445,1.0,"Like,Repost",directed_backbone,top_1_incoming_per_receiver
369106,151953,0.3837382510398361,8.0,"Like,Quote",directed_backbone,top_1_incoming_per_receiver
235919,155983,0.544263725931215,5.0,"Like,Quote,Repost",directed_backbone,top_1_incoming_per_receiver
233047,160670,0.5565407882197548,2.0,"Like,Quote,Repost",directed_backbone,top_1_incoming_per_receiver
247716,168173,0.6877714998144129,2.0,"Like,Quote,Repost",directed_backbone,top_1_incoming_per_receiver
9057,169089,1.0,4.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight+top_1_incoming_per_receiver
31639,169089,1.0,7.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight
42292,169089,1.0,10.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight
55031,169089,1.0,13.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight
107328,169089,1.0,24.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight
92368,174061,1.0,2.0,"Like,Quote",directed_backbone,global_top_50_exposure_weight+top_1_incoming_per_receiver
241036,177674,0.3331362398770549,1.0,Quote,directed_backbone,top_1_incoming_per_receiver
369106,184624,0.3893121398945034,5.0,"Like,Repost",directed_backbone,top_1_incoming_per_receiver
9057,186886,1.0,1.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight+top_1_incoming_per_receiver
31639,186886,1.0,3.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight
42292,186886,1.0,5.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight
345831,187031,0.5729619698264786,2.0,Repost,directed_backbone,top_1_incoming_per_receiver
31639,187676,1.0,6.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight+top_1_incoming_per_receiver
31772,187676,1.0,7.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight
34967,187676,1.0,10.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight
42292,187676,1.0,12.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight
107328,187676,1.0,27.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight
42292,189612,1.0,9.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight+top_1_incoming_per_receiver
92368,189612,1.0,12.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight
247716,194290,0.3132772110476617,4.0,Repost,directed_backbone,top_1_incoming_per_receiver
345402,198413,0.40522759952267,8.0,"Like,Quote,Repost",directed_backbone,top_1_incoming_per_receiver
363863,20711,0.6345729751610844,1.0,"Like,Repost",directed_backbone,top_1_incoming_per_receiver
9057,219034,1.0,4.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight+top_1_incoming_per_receiver
42292,219034,1.0,10.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight
55031,219034,1.0,12.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight
345402,225617,0.4119450152821966,1.0,Repost,directed_backbone,top_1_incoming_per_receiver
377169,229697,0.4278863136731269,1.0,"Quote,Repost",directed_backbone,top_1_incoming_per_receiver
345402,23157,0.4152277656692445,4.0,"Like,Repost",directed_backbone,top_1_incoming_per_receiver
363863,233047,0.4971246858885246,1.0,"Like,Quote,Repost",directed_backbone,top_1_incoming_per_receiver
267868,235919,0.2606318265851117,1.0,"Like,Repost",directed_backbone,top_1_incoming_per_receiver
363863,241036,0.1671007013916554,3.0,"Like,Repost",directed_backbone,top_1_incoming_per_receiver
345402,2446,0.4832597864639995,3.0,"Like,Repost",directed_backbone,top_1_incoming_per_receiver
267868,246490,0.5522349526290596,1.0,"Like,Repost",directed_backbone,top_1_incoming_per_receiver
194290,247716,0.784389936020241,3.0,"Like,Quote,Repost",directed_backbone,top_1_incoming_per_receiver
115748,249656,0.3929505372341301,1.0,"Like,Quote,Repost",directed_backbone,top_1_incoming_per_receiver
31639,251790,0.7849896583396189,1.0,"Like,Quote,Repost",directed_backbone,top_1_incoming_per_receiver
194290,253818,1.0,4.0,"Like,Quote,Repost",directed_backbone,top_1_incoming_per_receiver
194290,255702,0.1911137633808392,2.0,Like,directed_backbone,top_1_incoming_per_receiver
301335,258451,0.5918905264526477,3.0,"Like,Quote,Repost",directed_backbone,top_1_incoming_per_receiver
61017,266100,0.7428407910645541,1.0,"Like,Quote,Repost",directed_backbone,top_1_incoming_per_receiver
31772,267868,0.2085869893705163,9.0,Repost,directed_backbone,top_1_incoming_per_receiver
169089,272159,1.0,11.0,"Like,Quote,Repost",directed_backbone,top_1_incoming_per_receiver
258451,274785,0.3331362398770548,1.0,"Like,Repost",directed_backbone,top_1_incoming_per_receiver
9057,279865,1.0,3.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight+top_1_incoming_per_receiver
31639,279865,1.0,7.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight
92368,279865,1.0,14.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight
384107,287720,0.4579947685278232,2.0,"Like,Repost",directed_backbone,top_1_incoming_per_receiver
348993,296407,0.3026263773941697,1.0,"Like,Repost",directed_backbone,top_1_incoming_per_receiver
363863,29880,0.3619891776162462,1.0,"Like,Repost",directed_backbone,top_1_incoming_per_receiver
9057,299382,1.0,3.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight+top_1_incoming_per_receiver
42292,299382,1.0,8.0,"Like,Quote",directed_backbone,global_top_50_exposure_weight
92368,299382,1.0,14.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight
92368,300792,1.0,4.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight+top_1_incoming_per_receiver
194290,301335,1.0,4.0,"Like,Quote,Repost",directed_backbone,top_1_incoming_per_receiver
363863,304808,0.890121477765683,1.0,"Like,Quote,Repost",directed_backbone,top_1_incoming_per_receiver
137208,305956,0.4069264313410792,1.0,"Like,Repost",directed_backbone,top_1_incoming_per_receiver
31639,308087,0.7410170646099917,1.0,"Like,Quote,Repost",directed_backbone,top_1_incoming_per_receiver
9057,310730,1.0,2.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight+top_1_incoming_per_receiver
31639,310730,1.0,4.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight
187676,313305,1.0,2.0,"Like,Repost",directed_backbone,top_1_incoming_per_receiver
90090,31639,0.5852637475169079,1.0,"Like,Repost",directed_backbone,top_1_incoming_per_receiver
31639,31772,0.5882338448564076,4.0,"Like,Quote,Repost",directed_backbone,top_1_incoming_per_receiver
296407,319615,0.6811271107798688,1.0,"Like,Quote,Repost",directed_backbone,top_1_incoming_per_receiver
258451,324201,0.3026263773941697,2.0,"Like,Quote",directed_backbone,top_1_incoming_per_receiver
55031,336741,0.1671007013916554,8.0,"Like,Repost",directed_backbone,top_1_incoming_per_receiver
124023,337637,0.1911137633808392,1.0,Like,directed_backbone,top_1_incoming_per_receiver
9057,340002,1.0,1.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight+top_1_incoming_per_receiver
92368,340002,1.0,8.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight
267868,345402,0.267148692227681,1.0,Repost,directed_backbone,top_1_incoming_per_receiver
31639,345831,0.5837634063055055,1.0,"Quote,Repost",directed_backbone,top_1_incoming_per_receiver
108461,347570,0.5867538474115691,1.0,"Like,Quote,Repost",directed_backbone,top_1_incoming_per_receiver
296407,348993,0.6439133854354647,3.0,"Like,Repost",directed_backbone,top_1_incoming_per_receiver
274785,34967,0.1671007013916554,4.0,"Like,Repost",directed_backbone,top_1_incoming_per_receiver
258451,349850,0.6506654325565224,1.0,"Like,Quote",directed_backbone,top_1_incoming_per_receiver
267868,363863,0.7218893556838475,1.0,"Like,Repost",directed_backbone,top_1_incoming_per_receiver
31639,364420,0.3681388458855172,1.0,"Like,Quote",directed_backbone,top_1_incoming_per_receiver
61017,365921,0.610643122163552,2.0,"Like,Quote,Repost",directed_backbone,top_1_incoming_per_receiver
194290,366331,0.7278056740784621,1.0,"Like,Quote,Repost",directed_backbone,top_1_incoming_per_receiver
184624,369106,0.6791909669398466,1.0,"Like,Quote,Repost",directed_backbone,top_1_incoming_per_receiver
336741,377169,0.2286284660057276,3.0,"Like,Repost",directed_backbone,top_1_incoming_per_receiver
296407,382017,0.4511936331941337,1.0,"Quote,Repost",directed_backbone,top_1_incoming_per_receiver
31639,383153,0.5565407882197548,1.0,"Like,Quote,Repost",directed_backbone,top_1_incoming_per_receiver
31639,383616,0.5122603653518308,3.0,Like,directed_backbone,top_1_incoming_per_receiver
9057,384107,1.0,1.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight+top_1_incoming_per_receiver
31639,384107,1.0,2.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight
107328,384107,1.0,10.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight
336741,384560,0.5273910471894925,5.0,"Like,Quote,Repost",directed_backbone,top_1_incoming_per_receiver
108461,388514,0.5599253333332705,1.0,Repost,directed_backbone,top_1_incoming_per_receiver
363863,39505,0.788259000122077,1.0,"Like,Quote,Repost",directed_backbone,top_1_incoming_per_receiver
9057,401074,1.0,3.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight+top_1_incoming_per_receiver
31639,401074,1.0,6.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight
42292,401074,1.0,9.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight
55031,401074,1.0,11.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight
92368,401074,1.0,20.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight
107328,401074,1.0,25.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight
31639,42292,1.0,2.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight+top_1_incoming_per_receiver
363863,48939,0.4747456627269426,1.0,"Like,Repost",directed_backbone,top_1_incoming_per_receiver
31772,5214,0.4808608745543529,2.0,Like,directed_backbone,top_1_incoming_per_receiver
31639,550,0.5599253333332705,1.0,"Like,Repost",directed_backbone,top_1_incoming_per_receiver
9057,55031,1.0,3.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight+top_1_incoming_per_receiver
42292,55031,1.0,7.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight
92368,55031,1.0,10.0,"Like,Quote,Repost",directed_backbone,global_top_50_exposure_weight
345831,59310,0.5954869634294437,2.0,"Like,Repost",directed_backbone,top_1_incoming_per_receiver
313305,61017,0.7266351683949793,4.0,"Like,Repost",directed_backbone,top_1_incoming_per_receiver
