metric,family,grain,n,fallback_pair_count,pearson_r,spearman_rho,icc_a1,mae,rmse,bias,loa_lower,loa_upper,sign_agreement,interpretation
B,measurement,profile_id × opinion_leaf,90,0,0.7528767329647081,0.784256427781379,0.7520554071771175,126.1138888888889,180.27216884785935,-22.408333333333335,-374.96557019875326,330.14890353208654,0.7555555555555555,strong descriptive stability
P,measurement,profile_id × opinion_leaf × attack_leaf,360,1,0.9975631845364179,0.9916254676069637,0.9975698118954839,16.447222222222223,24.25747307532258,-0.15833333333333333,-47.768138459780474,47.45147179311381,1.0,strong descriptive stability
BN,measurement,profile_id × opinion_leaf,90,2,0.9743630783035556,0.9698560787392778,0.9743824552311593,40.27777777777778,55.031607079729895,5.588888888888889,-102.3165249663756,113.49430274415337,0.9444444444444444,strong descriptive stability
PN,measurement,profile_id × opinion_leaf × attack_leaf,360,0,0.9993532972617075,0.9983685743640637,0.9993505965421917,8.344444444444445,12.579745625409124,0.35,-24.33105954755533,25.031059547555333,1.0,strong descriptive stability
