condition_id,opinion_label,attack_label,profile_id,position_id,ae_private,ae_private_percentile_within_condition,outgoing_visibility_weight,sender_reach_percentile,eigenvector_centrality,eigenvector_centrality_percentile,node_area,layout_x,layout_y
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0395,299382,48.0,0.75,131.1360495996527,0.53,0.0231657312885613,0.53,95.66822960396307,-0.15389044025633433,0.8325812777455095
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0355,365921,48.0,0.74,4.398751170117098,0.33,0.0069358988890145,0.33,65.33380969255,0.2763179171419628,-0.450334399707416
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0747,2446,46.0,0.73,16.49400577479576,0.41,0.0065260716847732,0.28,77.2597834366583,-0.4847847522642013,-0.026661698471459216
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0416,382017,46.0,0.72,3.4904648145706076,0.29,0.0044393233285839,0.08,59.49531588249842,-0.20225092606211206,-0.7618645027263605
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0066,310730,46.0,0.71,255.5366588209987,0.61,0.0401599870109106,0.64,108.23045432115204,0.1128950813383385,0.6698820069231842
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0596,347570,45.0,0.7,0.6892645570208586,0.19,0.0056087456148603,0.21,45.35045202163987,0.3376086933513705,-0.6166593567087839
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0486,247716,45.0,0.69,657.2179268222861,0.83,0.08014037072212,0.8,143.74712728896003,0.06920558436594969,0.531572549187869
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0475,384560,45.0,0.68,1.3923390322108071,0.25,0.0050164179438739,0.14,53.75294921359476,-0.21922957686057196,-0.40899879565345854
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0143,23157,45.0,0.67,0.4814630784864689,0.15,0.0028725512938332,0.04,39.91898761091143,-0.6091425807623199,0.11370867589887225
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0019,29880,45.0,0.66,0.1671007013916554,0.09,0.0043236833119769,0.07,32.112135248921234,0.474455207155268,-0.23520542276605766
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0397,308087,44.0,0.65,0.2000251552656693,0.12,0.0079852298372891,0.4,35.956427202875105,0.14543891335202871,0.07930513830125611
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0287,253818,44.0,0.64,454.2558662441609,0.75,0.0548840968660392,0.72,130.68256361669063,0.21713406520387582,0.6136554844319018
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0176,90090,44.0,0.63,7.549008026878127,0.37,0.0066274052153434,0.29,71.25804713875577,-0.15324408431694014,0.22236954968891412
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0694,168173,42.0,0.62,0.7600948538962821,0.2,0.0101627671560349,0.42,46.73118090144071,0.31084317925424854,0.1688193785534718
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0172,187676,42.0,0.61,119.93119154228448,0.51,0.0219156457758352,0.51,92.56183336611468,-0.016181538964814376,0.17297567266757555
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0760,225617,40.0,0.6,0.0,0.03,0.0048806149225524,0.12,24.954384827840837,-0.4105548078964275,-0.6823047063302143
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0753,108461,40.0,0.59,1044.1585959231788,0.96,0.1386925905854058,0.93,165.2963208769705,0.07217122604722369,-0.8245649976567998
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0613,59310,40.0,0.58,0.1813479720219435,0.1,0.0068908865038783,0.32,33.37866362543775,-0.0015009696224992113,-0.41580383651336084
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0308,80495,40.0,0.57,14.062512622268091,0.4,0.0122786866240174,0.44,75.7524729540685,-0.1404054105068866,0.6607308096797673
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0297,39505,40.0,0.56,407.3835362017549,0.73,0.0811889293076669,0.82,127.44181243655797,0.1803349270719982,-0.5790732994674448
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0293,96044,40.0,0.55,0.0,0.03,0.0028336709986769,0.03,24.954384827840837,0.6346848500685832,-0.516797065781496
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0186,189612,40.0,0.54,254.60523185104248,0.6,0.0334491690524065,0.61,106.64877147493232,-0.031137598941848536,0.7814131006082335
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0065,55031,40.0,0.53,191.38628638258115,0.56,0.0304118800573983,0.58,100.35412214979988,-0.1771732356394009,0.7238105712950685
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0785,364420,39.0,0.52,0.0,0.03,0.0044949387769492,0.09,24.954384827840837,0.025023151729705304,-0.1157960965618639
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0519,5214,38.0,0.51,193.07311518097828,0.57,0.0280227172248567,0.57,101.92287488791199,-0.100700310432584,-0.31956317462883077
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0233,139411,38.0,0.5,0.5248424019578145,0.16,0.0059967308260703,0.22,41.262188991185766,0.3456963966672371,-0.39452722383318434
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0144,246490,38.0,0.49,3.630963282152514,0.3,0.0063882294146645,0.26,60.946377075899946,-0.14697973887119614,-0.06111616992503791
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0726,110449,37.0,0.48,0.6176778327274192,0.18,0.0068539118778172,0.31,43.97841981916265,0.2301535867904092,-0.5209461237721253
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0111,31772,37.0,0.47,1031.385356771597,0.95,0.1424466583258449,0.94,163.625578544126,-0.09931699516442759,-0.12783113401250853
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0718,388514,36.0,0.46,0.0,0.03,0.0075931570777142,0.38,24.954384827840837,0.09223155658998737,-0.7240407103094132
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0360,134305,36.0,0.45,4.707589891641579,0.34,0.0039452792573498,0.06,66.80718353632315,0.6187357842422124,-0.19054542825699677
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0745,369106,35.0,0.44,1020.2121868691466,0.94,0.1510945877989905,0.96,161.95694532690928,-0.14776623510357284,-0.2961048639197946
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0649,349850,35.0,0.43,0.8169011229854404,0.21,0.006243666383381,0.23,48.120222324763475,-0.054147208110105274,-0.02229495412719398
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0445,160670,35.0,0.42,4.2287751983743025,0.31,0.0068406465639488,0.3,62.40325515290427,0.6039641830339306,-0.2969015573204347
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0391,258451,35.0,0.41,941.3982741273376,0.92,0.1358686518504914,0.92,158.6260855702481,-0.07534549583633059,0.05646852948624177
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0345,304808,35.0,0.4,6.25303876025418,0.35,0.0130271638005233,0.46,68.28576741807527,0.2301314536252735,-0.09714184098215037
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0005,235919,35.0,0.39,689.8402743889386,0.85,0.0993365066241376,0.85,147.03755010846916,0.012674493443872753,-0.5301155530092414
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0001,126397,35.0,0.38,188.59080265022095,0.55,0.0238631148802164,0.54,98.78872759313958,-0.12306322159633956,0.8785587030486603
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0610,219034,34.0,0.37,170.93491685872138,0.54,0.0275929296290869,0.55,97.22674489611784,-0.13136856231261257,0.7314326033054914
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0393,233047,34.0,0.36,489.5502042854534,0.78,0.0856960275664678,0.84,135.56309342529534,0.400090771413608,-0.040520993824627115
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0248,384107,34.0,0.35,286.19572153394694,0.64,0.04718662500313,0.68,112.99401536663635,-0.2183144001092239,0.5719474348068923
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0148,137208,34.0,0.34,309.3038774943162,0.68,0.0434134732763973,0.66,119.387056881052,-0.318915704305199,-0.5744488797238971
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0754,345402,33.0,0.33,782.3050444692047,0.87,0.109479457475546,0.87,150.33727747036582,-0.26929662156773543,-0.2995847379328189
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0096,287720,33.0,0.32,0.827274205601245,0.22,0.0062551460060234,0.24,49.517226687517116,-0.3256346315632157,0.21018556102114952
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0368,337637,32.0,0.31,53.04792398959006,0.45,0.0064779865632878,0.27,83.33230327266025,-0.7293078799689041,-0.22260414133039674
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0364,186886,32.0,0.3,300.05521250907486,0.67,0.0474235365481492,0.69,117.78445622918002,0.07263917672797256,0.6126339463204662
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0167,194290,32.0,0.29,689.1911475935063,0.84,0.0773345185182532,0.79,145.39116352181384,0.18180047783512782,0.3185827545364827
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0076,272159,32.0,0.28,222.82815480270477,0.58,0.0277004729253392,0.56,103.49493390187608,0.10111839451485875,0.47818667058027
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0716,83111,30.0,0.27,771.7564739211396,0.86,0.1141228075183527,0.89,148.686262697536,0.16609861219621844,-0.33324879360670323
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0663,115748,30.0,0.26,864.0790424099247,0.91,0.1240507745310136,0.9,156.963899705398,-0.13669974779263303,-0.6434182838318642
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0645,340002,30.0,0.25,98.34393887084111,0.48,0.0144426931489383,0.48,87.92975242548385,-0.1440408629652645,1.0
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0533,251790,30.0,0.24,7.544095649370665,0.36,0.0050883103750601,0.15,69.76943008143542,0.2691548961078902,0.5464762058730143
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0307,305956,30.0,0.23,1.9054678120062671,0.27,0.003786762957479,0.05,56.611360825057744,-0.10441015168611462,-0.8005290660089917
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0052,383153,30.0,0.22,474.76795613267535,0.77,0.0802038223874869,0.81,133.93370297031447,-0.1923464320137325,0.001116218889637593
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0641,48939,29.0,0.21,0.2620498739653896,0.14,0.0020932432195753,0.01,38.586496408655975,0.5701360102645487,-0.013747321005399325
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0466,274785,29.0,0.2,380.9799882599461,0.72,0.0582876072698035,0.74,125.82541006499375,-0.3388341900761089,0.039626658418349246
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0778,184624,28.0,0.19,293.49892667873956,0.66,0.0413169203230665,0.65,116.18472343792739,-0.34247601798766614,-0.22023409136263639
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0503,313305,28.0,0.18,561.3581423560343,0.82,0.085653150837323,0.83,142.1054663125132,0.06495437760384758,-0.3359012011747034
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0353,9057,28.0,0.17,500.34946868055874,0.79,0.0694372662000315,0.76,137.1949926287381,-0.08684131054878588,0.5929082278296008
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0790,401074,27.0,0.16,87.30279092818225,0.46,0.0212889993433226,0.5,84.86081834747986,-0.07677070726430277,0.6777516373314565
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0608,550,27.0,0.15,0.9186182664017066,0.23,0.0070135280817439,0.34,50.92187437576227,0.3756333534173833,0.36544059401767
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0458,107328,27.0,0.14,504.03586862669806,0.8,0.073017262100011,0.77,138.8293726123506,-0.07628069151589753,0.46102451266327454
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0657,255702,26.0,0.13,526.6783333846322,0.81,0.0736274748811862,0.78,140.4662060656417,0.25018458266339455,0.049850783642406894
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0585,241036,26.0,0.12,800.3580075086691,0.88,0.1131331747865077,0.88,151.9905711234022,0.10230352239027989,-0.5700490140191474
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0272,92368,26.0,0.11,130.25714637480633,0.52,0.016743606957212,0.49,94.11323923030889,-0.008660011707884802,0.8795673291023179
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0269,71058,26.0,0.1,368.1707441027483,0.71,0.0576226798041019,0.73,124.21169953491192,-0.2009827250955487,-0.5513884735645186
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0673,177674,25.0,0.09,0.1965374054740422,0.11,0.0021369611803067,0.02,34.66050608864924,0.3803529064676516,-0.7539121501319649
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0749,319615,24.0,0.08,11.30489438733709,0.38,0.0096556551005391,0.41,72.75150053531624,-0.11250234547568681,-0.7168524026376649
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0688,34967,24.0,0.07,319.38917249802364,0.7,0.0359443720404991,0.63,122.60071418399028,-0.1679749154370769,0.28894630305024604
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0618,31639,20.0,0.06,1411.096550742696,1.0,0.1900034127073293,1.0,172.0,-0.010264031373120947,0.2979181172304857
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0590,336741,15.0,0.05,823.4245157695827,0.89,0.1030196487212184,0.86,153.6461208513102,0.08870094833173565,-0.08785471937603852
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0579,174061,15.0,0.04,102.03034927841692,0.49,0.0137513321890876,0.47,89.47002462885935,-0.042434295339033555,0.981771413246761
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0372,155983,15.0,0.03,4.29286353616776,0.32,0.0071397101245651,0.35,63.86578461057443,-0.13664683953607154,-0.4157912813685321
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0509,267868,14.0,0.02,856.4234967177572,0.9,0.1290317890330756,0.91,155.3039043308419,0.09249377335179722,-0.30079934247721996
alliance_commitment_support_credentialed_domain_persona_fabrication,Alliance_Commitment_Support,Credentialed_Domain_Persona_Fabrication,profile_0063,61017,14.0,0.01,1380.514047713456,0.99,0.1828381800306977,0.98,170.32101097077754,0.35209215650797693,-0.16712095641500252
alliance_commitment_support_headline_and_lede_misframing,Alliance_Commitment_Support,Headline_And_Lede_Misframing,profile_0533,251790,84.0,1.0,7.544095649370665,0.36,0.0050883103750601,0.15,69.76943008143542,0.2691548961078902,0.5464762058730143
alliance_commitment_support_headline_and_lede_misframing,Alliance_Commitment_Support,Headline_And_Lede_Misframing,profile_0618,31639,52.0,0.99,1411.096550742696,1.0,0.1900034127073293,1.0,172.0,-0.010264031373120947,0.2979181172304857
alliance_commitment_support_headline_and_lede_misframing,Alliance_Commitment_Support,Headline_And_Lede_Misframing,profile_0726,110449,38.0,0.98,0.6176778327274192,0.18,0.0068539118778172,0.31,43.97841981916265,0.2301535867904092,-0.5209461237721253
alliance_commitment_support_headline_and_lede_misframing,Alliance_Commitment_Support,Headline_And_Lede_Misframing,profile_0307,305956,37.0,0.97,1.9054678120062671,0.27,0.003786762957479,0.05,56.611360825057744,-0.10441015168611462,-0.8005290660089917
alliance_commitment_support_headline_and_lede_misframing,Alliance_Commitment_Support,Headline_And_Lede_Misframing,profile_0219,42292,37.0,0.96,311.8248289514239,0.69,0.0493710886804342,0.7,120.99248824458604,-0.10342725638059533,0.5261259250641428
alliance_commitment_support_headline_and_lede_misframing,Alliance_Commitment_Support,Headline_And_Lede_Misframing,profile_0433,266100,36.0,0.95,11.460040588809578,0.39,0.0079025395030261,0.39,74.24967806835784,0.2828971684317248,-0.023998211483239607
alliance_commitment_support_headline_and_lede_misframing,Alliance_Commitment_Support,Headline_And_Lede_Misframing,profile_0393,233047,36.0,0.94,489.5502042854534,0.78,0.0856960275664678,0.84,135.56309342529534,0.400090771413608,-0.040520993824627115
alliance_commitment_support_headline_and_lede_misframing,Alliance_Commitment_Support,Headline_And_Lede_Misframing,profile_0176,90090,35.0,0.93,7.549008026878127,0.37,0.0066274052153434,0.29,71.25804713875577,-0.15324408431694014,0.22236954968891412
