outcome,original_pearson_r,original_slope,retest_pearson_r,retest_slope,slope_direction_preserved
mean_pn_increment_effectivity,0.36611917887182566,9.993136617580099,0.3056607332730062,6.791940274169794,True
mean_ae_total_network,0.34290883960681007,29.41753245435145,0.32473490934815097,26.21633611094115,True
