position_id,in_degree,out_degree,weighted_in_degree,weighted_out_degree,eigenvector_centrality,approx_betweenness,local_clustering,community_id,bridge_score,in_largest_component,has_prompt_peer_capacity
1347,30,0,6.9867811123056835,0.0,0.005651046181236062,0.00010557637631267742,0.15632183908045977,2,0.6110531602744724,True,True
1387,30,13,8.863280034316922,1.8510880962882186,0.009497663822388556,5.6680453315752096e-05,0.2508710801393728,0,0.1526847453746708,True,True
1530,11,0,1.5677530775782917,0.0,0.0012763439547605793,1.414177417736352e-05,0.3090909090909091,0,0.28718907904037316,True,True
1535,1,15,0.11583550353059613,3.442683129908622,0.0004999187971227378,1.1043847224096377e-05,0.1,2,0.5577330628900644,True,False
1587,1,11,0.06551246849134745,1.1500609841734273,6.582977999248162e-05,0.00122918195138654,0.10606060606060606,4,0.19814959390720932,True,False
1651,30,6,9.972388638020519,0.8343781748797153,0.011246227611441716,3.0866100966919306e-05,0.3058823529411765,0,0.10668861048615064,True,True
1682,12,2,1.3198603880883815,0.4277325279767672,0.0010875515096518376,0.00010389587910871564,0.14285714285714285,0,0.4179274418485467,True,True
1683,30,3,5.1306624165176125,0.4920107950917734,0.003090236072318729,4.025856037377149e-06,0.24731182795698925,0,0.09050217635497582,True,True
2092,30,20,6.313425881752138,4.227442474712597,0.0055271476734138686,1.8773471709214507e-05,0.16816326530612244,0,0.16481384095369078,True,True
2124,27,0,3.865693293241742,0.0,0.0020414617950820315,1.7498100715341605e-05,0.19943019943019943,0,0.5467576980116038,True,True
2144,10,64,0.8064378736105594,19.19575451344538,0.004249468920842758,0.0002175230384267615,0.042576823398741206,2,0.673318010398684,True,True
2154,30,7,16.987520946600302,1.2162772424770876,0.002796369600858111,7.825327154858465e-06,0.4319327731092437,1,0.0,True,True
2161,30,5,5.024253195939557,0.6339736992980067,0.0038825690531413175,2.083195213257426e-05,0.23674242424242425,0,0.33556139080321135,True,True
2165,30,8,4.072776886836567,0.6760110158703363,0.002690566733020591,3.608703453545046e-05,0.1126984126984127,0,0.423086965563819,True,True
2208,30,3,19.74087021302372,0.4845354261004904,0.00765964446504365,6.674770225900456e-06,0.3503787878787879,1,0.20140920312925492,True,True
2256,30,0,3.8335320144889518,0.0,0.0027630299422113152,1.8527202360888724e-05,0.2045977011494253,0,0.1562909855708987,True,True
2308,30,3,14.031317547281319,0.29812563837435035,0.015431992526168557,5.43703407732365e-06,0.2708333333333333,0,0.023050732525357276,True,True
2446,30,70,9.664508002055086,16.49400577479576,0.0065260716847732325,0.0004850267567511702,0.10391937290033594,4,0.6715509625163012,True,True
2489,30,0,6.168231333122085,0.0,0.006506210044463495,2.954523830821247e-06,0.296551724137931,0,0.2678321840747431,True,True
2549,30,413,13.636652338899646,149.26880418194696,0.019203565075192677,0.0007421137355925806,0.03543716774120575,1,0.4564271207159514,True,True
2555,0,0,0.0,0.0,0.0,0.0,0.0,9,0.0,False,False
2559,30,8,8.679094327882122,1.608101289880969,0.009431258048140772,3.7854366335846146e-05,0.25675675675675674,0,0.20526112208206726,True,True
2561,17,16,2.9156175100099335,2.09404295021454,9.260112210854174e-06,2.6980642644430725e-05,0.43,4,0.0,True,True
2567,30,7,4.954199016339273,0.7388325541507319,0.00292907649749325,0.00010579667226490039,0.15555555555555556,0,0.5052480335788039,True,True
2568,30,4,15.788692794920038,0.7725551624238833,0.011877318995316521,6.14686834810843e-05,0.27741935483870966,0,0.1940920602779218,True,True
2717,30,36,7.945256914782933,7.235439625277676,0.004567842387028822,4.93966438647565e-05,0.1115811739820201,0,0.13200859801523168,True,True
2822,30,4,3.2957529656859434,0.5174750090691327,0.0019269902250239404,2.729003901698169e-05,0.1408199643493761,0,0.5519158225722405,True,True
2843,30,9,9.29997447967006,2.1338067530179683,0.0035488665770939364,0.0001565301557680405,0.24426450742240216,1,0.19370848127717422,True,True
2853,30,1,8.59900479756053,0.17702508250467788,0.0021238671396527336,8.313204942743362e-06,0.23010752688172043,1,0.2560648830698583,True,True
2863,30,0,3.198646699118881,0.0,0.002080121303829955,3.127025193425384e-05,0.18160919540229886,0,0.5205157842352668,True,True
3067,30,4,8.906247135561063,0.9123303949977726,0.004435264125878333,9.004915436521225e-06,0.15483870967741936,0,0.24490344875699988,True,True
3112,0,0,0.0,0.0,0.0,0.0,0.0,10,0.0,False,False
3125,30,91,29.29036140266932,39.243813017759074,0.014531156579352908,0.00018084486529715914,0.143008287779933,1,0.16550002601773395,True,True
3236,30,0,7.59522565454001,0.0,0.007429242149059625,2.680674594869105e-05,0.2597701149425287,0,0.45389234967834136,True,True
3245,30,33,28.7442114264609,12.413712598581224,0.00946095712617722,7.059266734639229e-05,0.21212121212121213,2,0.22327274526404972,True,True
3407,1,2,0.06551246849134745,0.39572916739738306,2.363097994497969e-05,0.0,0.0,0,0.0,True,False
3528,30,416,15.39734801089597,147.44632106484173,0.02214274910182512,0.0030089822695238276,0.0317883666720876,1,0.4145112617732447,True,True
3540,30,3,5.095234186974469,0.4430472764650022,0.0048733765917679875,3.696967063448444e-05,0.2178030303030303,0,0.39334779164885725,True,True
3548,0,0,0.0,0.0,0.0,0.0,0.0,11,0.0,False,False
3653,30,3,10.265793216128273,0.3727290946363916,0.007986987226869989,0.00016330894281109566,0.17540322580645162,0,0.4698556067267794,True,True
3682,30,2,10.748716744895201,0.2829362049222516,0.006651713981987106,3.584440935602607e-05,0.1935483870967742,1,0.6192007167953144,True,True
3753,30,2,13.366288922754375,0.545163928390195,0.005315787090049751,1.5623748450398845e-05,0.39919354838709675,1,0.009374140111628071,True,True
3864,15,2,1.4878526186651868,0.23261316988300293,0.0011298342293883546,9.030301467189505e-05,0.17647058823529413,0,0.19371913479226843,True,True
3911,30,0,11.180248265252859,0.0,0.009969824148988931,2.5426882646168773e-05,0.20689655172413793,0,0.21430090343601127,True,True
4040,30,1,4.583673678362123,0.06551246849134745,0.004502625752382305,1.471367570897283e-05,0.16989247311827957,0,0.4200278383630084,True,True
4057,27,1,4.04831450774235,0.16710070139165548,0.0032601133881650837,2.061627860379279e-05,0.2222222222222222,0,0.3470974405675342,True,True
4109,30,62,19.138118514145138,24.606053185792423,0.008708170573694201,5.463543006786297e-05,0.14876543209876544,1,0.22110297601051698,True,True
4127,30,6,27.854286095223173,3.2977098760183785,0.01420934329461815,1.4297342648301536e-05,0.4356060606060606,1,0.3201491183112726,True,True
4153,15,6,1.5940324121949208,1.0016583568611472,0.0009570169951877886,0.00021717757791796518,0.13725490196078433,0,0.05625280827282686,True,True
4183,9,2,2.1984192518861656,0.4275016461075937,8.568437543108282e-05,8.827948100098036e-05,0.1111111111111111,1,0.6858443424013065,True,True
4203,8,6,1.1937733342517483,1.499701277282089,0.0005909958441660261,0.00031786074890886466,0.11538461538461539,1,0.5902541715784135,True,True
4217,30,3,3.0137017840871243,0.40136052941500383,0.0010520853446073974,3.6911110954771764e-05,0.09032258064516129,0,0.5086370931472646,True,True
4244,30,1,4.383329209947185,0.06551246849134745,0.002759087964575262,2.477516553318881e-05,0.13978494623655913,0,0.34981329498943914,True,True
4261,9,0,1.5803769836148702,0.0,0.000208977903246642,7.488832436816e-05,0.16666666666666666,5,0.6817513144709278,True,True
4331,30,0,6.8280478219469956,0.0,0.007589702013069711,3.934645677016347e-06,0.2367816091954023,0,0.1729013720449516,True,True
4425,7,4,0.8570084183699487,0.35324096154633977,0.0005341825486896561,2.3831259912800388e-05,0.16363636363636364,0,0.4742093495105375,True,False
4521,13,1,2.0652788719425703,0.06551246849134745,0.0016879147905352442,7.134672703012297e-05,0.26373626373626374,0,0.4713824907812548,True,True
4541,30,0,11.83112500616313,0.0,0.006236888924750038,5.0487889642469244e-05,0.2160919540229885,1,0.478271702084067,True,True
4565,12,2,1.6765772672663601,0.31714100725806654,0.0015225715591296836,4.0070769762384545e-05,0.0989010989010989,2,0.5460238817665211,True,True
4571,30,6,4.28624141667278,0.6361771664685913,0.0029509362496033414,7.67544594919647e-05,0.19327731092436976,0,0.3167009841109659,True,True
4691,30,5,16.161921580835774,0.8361365789881068,0.017406474520354966,7.478935621044513e-06,0.27563025210084036,0,0.11325826647441328,True,True
4706,30,38,20.01662344225464,17.664137289579205,0.009325806367999543,0.0003538288006673374,0.16517857142857142,2,0.4871726149479625,True,True
4711,12,6,1.9335298421127705,0.84974512469639,0.00041616602011637464,3.98878410795114e-05,0.06535947712418301,2,0.6630028113192243,True,True
4755,18,2,1.7822756824807189,0.23261316988300293,0.0011419296269776055,1.9427551580316095e-05,0.16842105263157894,0,0.16380649139725545,True,True
4780,30,2,4.200291096404938,0.33122968813422793,0.002385927417505249,4.226037431561907e-05,0.17204301075268819,0,0.25315788933694283,True,True
4809,30,7,11.965098293587914,1.873187769502012,0.00841505013660916,0.00037612769391247595,0.20672268907563024,0,0.5123255804125468,True,True
4850,30,1,3.469236090580163,0.3354962497484707,0.0021069679388208687,1.7460030480616887e-05,0.15268817204301074,0,0.5224580876119091,True,True
4861,22,0,3.1196515904865993,0.0,0.0005106758282112264,7.799781128769771e-06,0.3333333333333333,1,0.41416907813488635,True,True
4873,10,3,1.7218211955496927,0.24686044051329104,0.002678856072433356,5.790439818155737e-05,0.2692307692307692,0,0.2702842122116297,True,True
4888,30,1,5.384833457311717,0.15670355607229738,0.0015326599632169314,3.839842596704223e-05,0.10574712643678161,1,0.5452585091351118,True,True
4952,30,2,4.767591239141355,0.39141162172626276,0.003331449093366533,1.105268734501817e-05,0.2064516129032258,0,0.10031787569155781,True,True
4995,30,1,7.122682047192342,0.19111376338083927,0.0026226433379315643,0.00012767851666381944,0.22298850574712645,1,0.5853962669872533,True,True
5020,30,3,8.023869023440007,0.4795968783791346,0.006800430925344787,9.754984477314923e-06,0.19886363636363635,0,0.13449939291535107,True,True
5129,17,54,2.4323350152613274,9.968094459982867,0.0020168929214666913,9.286790484144163e-05,0.0877431026684758,4,0.5924438412743702,True,True
5214,30,836,7.634690462960155,193.0731151809783,0.028022717224856775,0.0041636926242109755,0.02059723312667515,0,0.30290104612793867,True,True
5233,30,1,9.507007096149009,0.06551246849134745,0.00952584660179787,1.3822447713156107e-05,0.24301075268817204,0,0.22110377862244257,True,True
5286,14,0,2.0728231650552122,0.0,0.0015969250128195197,5.4499854081153024e-05,0.12087912087912088,1,0.5693382332874992,True,True
5434,30,8,5.120058114211381,1.1935605915166694,0.0025499453488112152,1.539881914151143e-05,0.1568627450980392,0,0.12746944808755256,True,True
5439,23,4,2.9624933054101232,0.8425146793417015,0.0017765414335730197,6.309668674788183e-06,0.22333333333333333,0,0.1069101238812421,True,True
5522,30,2,4.096167370381754,0.1310249369826949,0.001925316692637855,2.7851873597171926e-05,0.19959677419354838,2,0.5922926888857247,True,True
5527,30,2,11.540302118919094,1.1228302334225901,0.009445986169356135,5.2687935295582945e-05,0.19153225806451613,0,0.3725949993743747,True,True
5634,22,1,4.079780818494788,0.06551246849134745,0.004224140895498963,1.6136031979751356e-05,0.22943722943722944,0,0.37502832623909643,True,True
5645,9,11,1.1038202047973897,1.822800493893593,0.0009402396345782481,5.532410265477923e-05,0.15789473684210525,0,0.2660012040776476,True,True
5690,30,6,14.363232296833486,1.3102862518438587,0.012321430233458861,2.3721758068495765e-05,0.2903225806451613,0,0.2976810847839957,True,True
5698,30,9,11.844788458044741,1.4760755225375364,0.008897942457398366,6.212080079670052e-05,0.15789473684210525,0,0.2877771363374364,True,True
5821,8,3,1.8225697406064192,0.46876992629176195,0.0006724212145114837,5.340439800694543e-05,0.3611111111111111,1,0.41905399148900224,True,True
5834,30,2,9.73070959184713,0.1310249369826949,0.011241549656903537,4.653838939201363e-06,0.33669354838709675,0,0.17544619697516806,True,True
5863,0,5,0.0,0.41875343003768717,1.151742504652296e-05,0.0,0.0,2,0.596021742227287,True,False
5873,30,3,30.0,2.0205823151840514,0.015941944794104587,1.3446635788998797e-05,0.5443548387096774,1,0.06239491760934013,True,True
5933,0,1,0.0,0.32093760359509027,4.992026037791607e-07,0.0,0.0,2,0.0,True,False
5991,30,3,11.638219892273753,0.29812563837435035,0.01064405511835627,7.718264573754376e-06,0.2623655913978495,0,0.3764805439637734,True,True
6043,30,7,14.805985641870707,1.0555349185752232,0.013944197029859983,8.632315118040922e-05,0.22521008403361345,0,0.41512999771741155,True,True
6070,23,2,3.127076930761557,0.2056283932447361,0.0007029648086955778,1.599841790584396e-05,0.06333333333333334,0,0.5572973118338351,True,True
6091,1,19,0.267148692227681,3.730436658332075,0.00030365358058182315,3.1332660771123104e-05,0.031578947368421054,1,0.6148403667081304,True,False
6168,2,1,0.25662623187218675,0.06551246849134745,1.3567655378383817e-06,0.0,0.0,4,0.32401804859534145,True,False
6178,0,0,0.0,0.0,0.0,0.0,0.0,12,0.0,False,False
6238,30,8,7.794594054054548,1.1144996904392805,0.00698471664087146,1.22687043086916e-05,0.25889046941678523,0,0.27604492616377274,True,True
6241,30,11,6.99081229177631,2.5614612633830585,0.001958028524321419,7.310751960424944e-05,0.09957325746799431,2,0.5046560459345832,True,True
6270,30,30,24.445975073436607,14.36565859644481,0.002514035111541826,0.00014912243638341826,0.2695578231292517,3,0.279034096607927,True,True
6333,30,1,9.537481976473325,0.06551246849134745,0.009424805212206528,2.4257335852388237e-05,0.2942528735632184,0,0.10457393637222001,True,True
6368,30,107,23.074908902467318,49.71254802907684,0.007775795964007342,0.00034897918441860904,0.08207282913165266,3,0.6383757451511092,True,True
6385,30,2,7.770695769591253,0.25662623187218675,0.007644229998724443,6.275599754961194e-06,0.2399193548387097,0,0.12176369593580416,True,True
6398,30,68,3.6744663262884636,9.91488154269082,0.002774813350644689,0.00036611724732270355,0.06987681970884659,0,0.4154757746795855,True,True
6449,21,1,2.611834960071965,0.12831311593609337,0.0016687999850127952,7.683891482904552e-05,0.12987012987012986,6,0.6905697913591349,True,True
6460,30,22,3.7576264689074734,3.8681766348996285,0.001998651252376403,1.2194320949199206e-05,0.11616161616161616,0,0.1040856781359496,True,True
6470,30,2,8.012860424474422,0.25662623187218675,0.004792592104259919,7.219557921015542e-05,0.11290322580645161,2,0.5541480003009487,True,True
6504,30,5,11.581630217001791,1.3080517038850947,0.012848233818410236,5.4937578787855745e-06,0.22638146167557932,0,0.31526099263835183,True,True
6544,6,9,0.6490396644365919,2.2310707000448344,0.0007697396491906963,1.1277714138838316e-05,0.1978021978021978,0,0.08295862428857004,True,False
6596,21,0,4.043322683783735,0.0,0.003878824614566502,7.428612865597417e-06,0.18571428571428572,0,0.31637191237392137,True,True
6691,30,34,6.271331078426929,8.136295011804387,0.0037844806389969407,0.0001803367828242301,0.12076502732240438,2,0.5530818662949026,True,True
6837,3,1,0.6040487975342907,0.19111376338083927,0.0003808782360461557,2.1546976923468672e-05,0.16666666666666666,2,0.656941090960856,True,False
6898,30,170,29.33395295420522,86.58544737778429,0.013845519932825906,0.0005163060079624268,0.09639975170701427,1,0.41952494387911166,True,True
6941,0,0,0.0,0.0,0.0,0.0,0.0,13,0.0,False,False
6961,30,1,6.019713603689963,0.12831311593609337,0.0024517106892583893,1.3184777172749739e-05,0.20430107526881722,1,0.49970205315022886,True,True
7043,30,25,30.0,17.145047070274337,0.012048165793177785,0.0001713365060431482,0.3209990749306198,1,0.0649521424257864,True,True
7049,30,34,11.73381512496348,7.640079936019817,0.011319461671894961,1.6545412362736803e-05,0.2178741406663141,0,0.09524270046326855,True,True
7102,8,2,1.137915071464928,0.5069744221771048,0.0007676485597493703,2.2257299322211945e-05,0.2857142857142857,0,0.0878566957421214,True,True
7142,30,1,11.95303303806849,0.12831311593609337,0.008020688574768642,7.981086020335994e-05,0.167816091954023,2,0.666399859956408,True,True
7163,2,0,0.23261316988300293,0.0,0.00022519934681898394,2.1412454319596533e-06,0.0,0,0.0,True,False
7242,16,1,2.5773937713161184,0.06551246849134745,0.0015151496449937421,1.0183967001611615e-05,0.22058823529411764,0,0.14350089379953124,True,True
7257,10,5,0.9947630915990671,1.1805173354854321,0.001531500411542193,0.0005138415608282135,0.3904761904761905,0,0.17506732728455765,True,True
7289,30,14,14.64330412435068,3.376651272560783,0.013143769361514384,4.4537286050822885e-05,0.24324324324324326,0,0.28935209482070257,True,True
7399,30,13,13.155347395395532,2.6118532638891767,0.009535671656307356,5.7599873311392835e-05,0.16463414634146342,0,0.5782624732937206,True,True
7403,30,3,5.130920912778792,0.29812563837435035,0.0037072116042359774,4.223453594153709e-05,0.22348484848484848,0,0.25649501046234147,True,True
7422,2,0,0.18134797202194358,0.0,9.155936609965817e-07,0.0001210800339024095,0.0,2,0.0,True,False
7477,30,10,14.682280037508514,1.4565708438908305,0.017875148124792708,8.58810704461459e-06,0.2923076923076923,0,0.08128375412107769,True,True
7583,3,0,0.28772849305499226,0.0,0.0003838152564373076,5.26943373494892e-07,0.3333333333333333,0,0.0,True,False
7660,30,4,14.21330786127946,0.9323870687360534,0.007185331060406833,2.4513693889761002e-05,0.3446969696969697,1,0.2072626276466224,True,True
7730,30,14,7.895203251474582,2.8166840167509286,0.0030647668600996725,4.6805330439271625e-05,0.1282051282051282,1,0.562262173517708,True,True
7739,30,1,5.089857761786619,0.06551246849134745,0.002430647378097723,6.592149493801461e-05,0.14838709677419354,0,0.6013517283792222,True,True
7838,30,25,4.993527554541039,5.302789562106429,0.0028972970003545854,2.2618041325182496e-05,0.15183673469387754,0,0.1565972506501937,True,True
7862,30,13,19.562729453034883,5.1021286576843226,0.009271894440606982,3.004777018888201e-05,0.23076923076923078,1,0.5496843782836927,True,True
7920,30,109,8.469089325751444,30.58706390758365,0.004740622658666085,0.00018198622186468602,0.05085682697622996,1,0.35348132123881926,True,True
7934,30,7,5.242928921897455,1.2261696613984503,0.0011445870947037683,9.963124425011771e-05,0.1492063492063492,3,0.5535456837420492,True,True
7945,30,62,30.0,39.64776260928255,0.003272257687023909,0.0001466784684229306,0.2269170579029734,3,0.2126386493566934,True,True
7974,30,4,10.886886283352096,1.0946174715796653,0.00493610056837097,1.495718762154612e-05,0.4053030303030303,1,0.0548283779521499,True,True
8163,20,1,1.8883453946524191,0.31066282306982984,0.0014290665120541115,2.833430602450762e-05,0.26842105263157895,0,0.3476138164959537,True,True
8229,30,1,9.154636713536506,0.06551246849134745,0.005475231269736168,1.788228465158847e-05,0.15913978494623657,2,0.6083532473866773,True,True
8244,30,12,11.726028429137651,3.0881146501383916,0.008440305245406617,4.6160590627401606e-05,0.27936507936507937,6,0.6197351594293107,True,True
8329,30,7,8.809719996155152,1.1797254403273254,0.007755780441069954,9.922942006801897e-05,0.23707664884135474,0,0.29145433797435694,True,True
8358,30,0,5.311960562015102,0.0,0.0032423490656000257,4.405771248753715e-05,0.1839080459770115,0,0.1304067414181116,True,True
8420,0,0,0.0,0.0,0.0,0.0,0.0,14,0.0,False,False
8431,30,3,6.520686198329723,0.9575495064595729,0.002011524308832192,8.691808541982236e-06,0.20689655172413793,1,0.5852804464782213,True,True
8516,30,30,8.256466698524136,4.942653501785103,0.010108467050764834,7.700030865486629e-05,0.19265536723163842,0,0.16054455669825585,True,True
8556,6,186,0.5523270122520602,54.521065091648936,0.00794789479161999,0.00017010128773195694,0.006980802792321117,0,0.20472553521197467,True,False
8622,30,14,6.359104933133842,3.214651384965146,0.00474354443090572,1.5938724572112872e-05,0.2072072072072072,0,0.19511686816624363,True,True
8656,30,3,11.437603901048432,0.6702871716233869,0.010654942603905726,5.678513956008743e-06,0.2862903225806452,0,0.05105359133226073,True,True
8736,30,25,4.785939413069327,4.844525260488998,0.001080529874985772,3.201140638291919e-05,0.09725490196078432,2,0.6226908614062103,True,True
8753,8,4,0.7753023377097633,0.9363735805531268,0.0006100757950439795,2.5248343833469068e-05,0.24444444444444444,0,0.0,True,True
8756,30,0,4.42608298821715,0.0,0.002799064550960354,0.0002434603506596128,0.15172413793103448,2,0.6022066823662964,True,True
8845,30,6,9.083900526353917,1.008816751373928,0.007857185216912683,6.5746369404594115e-06,0.25846702317290554,0,0.17462938288162322,True,True
8872,30,4,6.942737683267503,0.2620498739653898,0.005522465075400397,1.2921985634746133e-05,0.2064516129032258,0,0.14958052671385658,True,True
9057,30,1024,25.509402618866943,500.3494686805588,0.06943726620003152,0.01120656033579994,0.030342794656016737,1,0.26586871586338434,True,True
9138,7,1,1.8147001032759569,0.12831311593609337,0.0004506509392848594,2.7669583884572296e-05,0.14285714285714285,2,0.5999094550379175,True,False
9238,30,0,11.04273892929595,0.0,0.010984398138381481,9.47547105667317e-06,0.22988505747126436,0,0.2121280931864351,True,True
9248,30,1,6.04058752033514,0.16710070139165548,0.00445672760283514,1.9278250735928108e-05,0.13333333333333333,0,0.47783214996627266,True,True
9315,30,9,16.083168399748516,4.534287748101109,0.0033821521191493126,1.1770209991656246e-05,0.1711229946524064,2,0.5970430837085199,True,True
9327,1,8,0.06551246849134745,1.9355343816781734,2.6962464734547337e-05,3.9915114906685776e-05,0.05555555555555555,4,0.34958530222567985,True,False
9385,30,24,4.104781584290149,7.179683807771384,0.0018012201993716985,7.851864496411077e-05,0.10352941176470588,2,0.5990705472232949,True,True
9393,30,1,5.925370313846988,0.11583550353059613,0.005209793915021482,5.159173712448004e-05,0.2064516129032258,0,0.37400308011625616,True,True
9402,30,3,12.6051628013835,0.6676044050116507,0.01155574755276734,2.2799025144192765e-05,0.31048387096774194,0,0.23366285668366094,True,True
9484,30,14,20.948325849635918,3.875425650767257,0.00994701770349715,5.216230878437834e-05,0.24947145877378435,1,0.15787747728254586,True,True
9542,11,4,2.8141990737880223,1.0311659696442286,0.0018318947769473042,5.57991970135748e-05,0.1619047619047619,0,0.23458927142972508,True,True
9615,30,2,6.6861130572812755,0.576103013758077,0.0060595441666164585,1.6732446695847126e-05,0.2157258064516129,0,0.15015260407569053,True,True
9658,30,2,7.394309741817477,0.19382558442744083,0.004625034982993476,0.0001727757849212288,0.13118279569892474,0,0.3905909129655225,True,True
9690,30,0,8.562724325235092,0.0,0.005060623921882326,6.688915336613003e-05,0.2896551724137931,1,0.42664046452507465,True,True
9711,30,111,24.366455632859676,63.545914142305364,0.009096468612654666,0.00025861606539501886,0.12025806451612903,3,0.5052644294268709,True,True
9856,0,4,0.0,0.850902688899919,5.121648274788606e-05,0.0,0.0,1,0.23520087331412598,True,False
9859,30,102,7.526802928932651,25.815913430002432,0.003356219182929621,1.526898491863913e-05,0.02490421455938697,0,0.12695318263749655,True,True
9866,30,1,18.38327769598507,0.34914436783745073,0.01615638528709664,2.878309749470609e-05,0.26666666666666666,0,0.42787795756220104,True,True
9934,30,7,13.484864039263801,2.2059067661978022,0.011443931812674033,0.0002566010982187214,0.19523809523809524,1,0.5747842071056429,True,True
9995,30,7,12.154764144373603,1.2647625131788711,0.005142594204997366,3.066511600844502e-05,0.3633633633633634,1,0.0483496504124874,True,True
10043,30,1,4.792409980018472,0.11583550353059613,0.0016496575140504599,8.397109423065812e-05,0.12258064516129032,4,0.6084909765083582,True,True
10144,30,2,4.27148306489205,0.1310249369826949,0.0029724559173456215,3.669807004612063e-05,0.18064516129032257,0,0.3061620361752482,True,True
10169,30,6,15.643958807296043,1.0164218413255106,0.014142743148575903,1.4855444948566024e-06,0.2798573975044563,0,0.19425726613387784,True,True
10186,18,1,3.1284163705850156,0.16710070139165548,0.0013007129604265845,0.0001133218670311342,0.12280701754385964,5,0.6916682814191497,True,True
10195,30,3,11.193395639466083,0.5964798875087681,0.012462449638392945,3.071819334833688e-06,0.2689393939393939,0,0.05173131770858963,True,True
10246,30,5,6.229692432728972,1.2048478936326206,0.005292813794941015,3.717257711958994e-05,0.2689393939393939,0,0.16973722295848948,True,True
10320,30,1,10.807970639442331,0.20858698937051634,0.011097638833332436,2.7462135727677197e-05,0.2064516129032258,0,0.4643813340071631,True,True
10400,0,2,0.0,0.26842904068948203,4.902714570017389e-06,0.0,0.0,2,0.4990333221875559,True,False
10449,30,5,14.854909030113298,0.539721026548565,0.01652927832822748,1.2786095044039903e-05,0.23025210084033612,0,0.12523288581496006,True,True
10552,12,7,1.7694093646193545,1.117543970970912,0.000713052419077331,7.757992036071772e-05,0.14285714285714285,0,0.12414383472198198,True,True
10562,5,2,0.5614180000227539,0.34446396953632374,0.0003266802708797022,3.285808507844177e-06,0.2857142857142857,0,0.0,True,False
10612,30,88,22.24914632042367,29.996550677207104,0.012408602459886063,7.885549263996371e-05,0.12727272727272726,1,0.22381982790114896,True,True
