feature,context,estimate,std_error,t_value,p_value,n_obs,n_clusters,q_value,label,ontology_group
profile_cont_big_five_conscientiousness_order_pct,Issue_Position_Taxonomy > Democratic_Resilience_And_Institutions > Trust_In_Electoral_Process,0.2584122402009626,0.6982976535491509,0.3700603014882876,0.7121280582709875,500,100,0.9282744267951798,Big Five Conscientiousness Order %,Big Five: Conscientiousness
profile_cont_big_five_conscientiousness_self_discipline_pct,Issue_Position_Taxonomy > Democratic_Resilience_And_Institutions > Trust_In_Electoral_Process,0.5086983935842266,0.6970083160968271,0.7298311682031053,0.46721678151764545,500,100,0.7139316183539534,Big Five Conscientiousness Self Discipline %,Big Five: Conscientiousness
profile_cont_big_five_extraversion_activity_level_pct,Issue_Position_Taxonomy > Democratic_Resilience_And_Institutions > Trust_In_Electoral_Process,-0.5617378445798094,0.7198203283533268,-0.7803861914609308,0.4370255031460374,500,100,0.7016372181620828,Big Five Extraversion Activity Level %,Big Five: Extraversion
profile_cont_big_five_extraversion_assertiveness_pct,Issue_Position_Taxonomy > Democratic_Resilience_And_Institutions > Trust_In_Electoral_Process,-0.5424994245677219,0.7312044177560841,-0.7419258026811996,0.4598888418236171,500,100,0.7139316183539534,Big Five Extraversion Assertiveness %,Big Five: Extraversion
profile_cont_big_five_extraversion_excitement_seeking_pct,Issue_Position_Taxonomy > Democratic_Resilience_And_Institutions > Trust_In_Electoral_Process,-0.9838411352445048,0.7208090907503236,-1.3649122186019864,0.17537466220907222,500,100,0.3892462014884286,Big Five Extraversion Excitement Seeking %,Big Five: Extraversion
profile_cont_big_five_extraversion_gregariousness_pct,Issue_Position_Taxonomy > Democratic_Resilience_And_Institutions > Trust_In_Electoral_Process,-0.8491730410296469,0.648783307321011,-1.3088700517528655,0.19360848918144255,500,100,0.41618202792546316,Big Five Extraversion Gregariousness %,Big Five: Extraversion
profile_cont_big_five_extraversion_mean_pct,Issue_Position_Taxonomy > Democratic_Resilience_And_Institutions > Trust_In_Electoral_Process,-0.8322889985150957,0.7070469876373242,-1.1771339289575105,0.24196437281229474,500,100,0.47931619372714146,Big Five Extraversion Mean %,Big Five: Extraversion
profile_cont_big_five_extraversion_positive_emotions_pct,Issue_Position_Taxonomy > Democratic_Resilience_And_Institutions > Trust_In_Electoral_Process,-1.0402172014464535,0.7135312765349985,-1.4578438754610517,0.14804859111345037,500,100,0.34878556939062016,Big Five Extraversion Positive Emotions %,Big Five: Extraversion
profile_cont_big_five_extraversion_warmth_pct,Issue_Position_Taxonomy > Democratic_Resilience_And_Institutions > Trust_In_Electoral_Process,-0.8040570307405848,0.6835416287101154,-1.1763102596368407,0.24229170232360994,500,100,0.47931619372714146,Big Five Extraversion Warmth %,Big Five: Extraversion
profile_cont_big_five_neuroticism_anger_hostility_pct,Issue_Position_Taxonomy > Democratic_Resilience_And_Institutions > Trust_In_Electoral_Process,2.8594556661244956,0.6643953844525448,4.303846373768323,3.9491547126474645e-05,500,100,0.0020894068726549325,Big Five Neuroticism Anger Hostility %,Big Five: Neuroticism
profile_cont_big_five_neuroticism_anxiety_pct,Issue_Position_Taxonomy > Democratic_Resilience_And_Institutions > Trust_In_Electoral_Process,2.7164004191904354,0.6662364869703837,4.077231542125353,9.217508164229563e-05,500,100,0.0030037736164399177,Big Five Neuroticism Anxiety %,Big Five: Neuroticism
profile_cont_big_five_neuroticism_depression_pct,Issue_Position_Taxonomy > Democratic_Resilience_And_Institutions > Trust_In_Electoral_Process,3.1260361224427067,0.7052204024901376,4.432708003632132,2.4092249486388687e-05,500,100,0.0017965639116448453,Big Five Neuroticism Depression %,Big Five: Neuroticism
profile_cont_big_five_neuroticism_impulsiveness_pct,Issue_Position_Taxonomy > Democratic_Resilience_And_Institutions > Trust_In_Electoral_Process,2.859422410299679,0.6287511107229241,4.547781087832956,1.538468211204457e-05,500,100,0.0017965639116448453,Big Five Neuroticism Impulsiveness %,Big Five: Neuroticism
profile_cont_big_five_neuroticism_mean_pct,Issue_Position_Taxonomy > Democratic_Resilience_And_Institutions > Trust_In_Electoral_Process,2.9358606414761943,0.6657613315546195,4.409779454479078,2.6323280756701028e-05,500,100,0.0017965639116448453,Big Five Neuroticism Mean %,Big Five: Neuroticism
profile_cont_big_five_neuroticism_self_consciousness_pct,Issue_Position_Taxonomy > Democratic_Resilience_And_Institutions > Trust_In_Electoral_Process,2.7477222112557125,0.6455055026376427,4.256698355053618,4.721550908842414e-05,500,100,0.0020894068726549325,Big Five Neuroticism Self Consciousness %,Big Five: Neuroticism
profile_cont_big_five_neuroticism_stress_vulnerability_pct,Issue_Position_Taxonomy > Democratic_Resilience_And_Institutions > Trust_In_Electoral_Process,2.6559864592077163,0.6843268092179942,3.8811667516618433,0.00018753108070835133,500,100,0.003938152694875378,Big Five Neuroticism Stress Vulnerability %,Big Five: Neuroticism
profile_cont_big_five_openness_to_experience_actions_pct,Issue_Position_Taxonomy > Democratic_Resilience_And_Institutions > Trust_In_Electoral_Process,0.17860212175339146,0.6122371969929404,0.2917204681953535,0.7711107523904256,500,100,0.9411261383246246,Big Five Openness To Experience Actions %,Big Five: Openness
profile_cont_big_five_openness_to_experience_aesthetics_pct,Issue_Position_Taxonomy > Democratic_Resilience_And_Institutions > Trust_In_Electoral_Process,0.09741003290823827,0.6670718204081786,0.14602630470679073,0.8841975468444283,500,100,0.9733303640666489,Big Five Openness To Experience Aesthetics %,Big Five: Openness
profile_cont_big_five_openness_to_experience_fantasy_pct,Issue_Position_Taxonomy > Democratic_Resilience_And_Institutions > Trust_In_Electoral_Process,-0.17921989627422702,0.7101401297911645,-0.25237257937659624,0.8012763201521876,500,100,0.9510801539197705,Big Five Openness To Experience Fantasy %,Big Five: Openness
profile_cont_big_five_openness_to_experience_feelings_pct,Issue_Position_Taxonomy > Democratic_Resilience_And_Institutions > Trust_In_Electoral_Process,0.2807605897881675,0.6497630304173144,0.43209689786112826,0.6666106690066551,500,100,0.9135393661737983,Big Five Openness To Experience Feelings %,Big Five: Openness
profile_cont_big_five_openness_to_experience_ideas_pct,Issue_Position_Taxonomy > Democratic_Resilience_And_Institutions > Trust_In_Electoral_Process,0.4556921724750841,0.6822030602737688,0.6679714574898189,0.5057060946722841,500,100,0.7462581829488301,Big Five Openness To Experience Ideas %,Big Five: Openness
profile_cont_big_five_openness_to_experience_mean_pct,Issue_Position_Taxonomy > Democratic_Resilience_And_Institutions > Trust_In_Electoral_Process,0.19104434481937563,0.6726410995087118,0.28402121868394886,0.7769872925367851,500,100,0.9411261383246246,Big Five Openness To Experience Mean %,Big Five: Openness
profile_cont_big_five_openness_to_experience_values_pct,Issue_Position_Taxonomy > Democratic_Resilience_And_Institutions > Trust_In_Electoral_Process,0.2521585557651579,0.7128039054014231,0.35375585606977294,0.7242741209107985,500,100,0.9339043903739448,Big Five Openness To Experience Values %,Big Five: Openness
profile_cont_chronological_age,Issue_Position_Taxonomy > Democratic_Resilience_And_Institutions > Trust_In_Electoral_Process,-1.2670696814269533,0.6996834481402284,-1.8109184729106398,0.07318630224089626,500,100,0.21255170757196465,Chronological Age,Demographics: Age
profile_cat__profile_cat_sex_Female,Issue_Position_Taxonomy > Foreign_Policy_And_Geopolitics > Unilateralism_Preference,-0.6273418244512922,0.5329493316187257,-1.1771134463118067,0.2419725088666376,500,100,0.47931619372714146,Sex Female,Demographics: Sex
profile_cat__profile_cat_sex_Male,Issue_Position_Taxonomy > Foreign_Policy_And_Geopolitics > Unilateralism_Preference,0.6160229178318996,0.5823284404004805,1.0578616380272388,0.292692939750477,500,100,0.5587774304327289,Sex Male,Demographics: Sex
profile_cat__profile_cat_sex_Other,Issue_Position_Taxonomy > Foreign_Policy_And_Geopolitics > Unilateralism_Preference,0.01099999999999908,0.5162449961793957,0.021307712581056317,0.9830430783690299,500,100,0.9866572073336219,Sex Other,Demographics: Sex
profile_cont_big_five_agreeableness_altruism_pct,Issue_Position_Taxonomy > Foreign_Policy_And_Geopolitics > Unilateralism_Preference,0.03473634055191757,0.5772204645130652,0.0601786365651825,0.9521346752386943,500,100,0.9830012984488905,Big Five Agreeableness Altruism %,Big Five: Agreeableness
profile_cont_big_five_agreeableness_compliance_pct,Issue_Position_Taxonomy > Foreign_Policy_And_Geopolitics > Unilateralism_Preference,-0.15766603377914665,0.5219691141277099,-0.3020600826978636,0.7632399134727177,500,100,0.9411261383246246,Big Five Agreeableness Compliance %,Big Five: Agreeableness
profile_cont_big_five_agreeableness_mean_pct,Issue_Position_Taxonomy > Foreign_Policy_And_Geopolitics > Unilateralism_Preference,-0.05033486244919255,0.5737290812846024,-0.08773280646065697,0.9302662620451857,500,100,0.9795966795506292,Big Five Agreeableness Mean %,Big Five: Agreeableness
profile_cont_big_five_agreeableness_modesty_pct,Issue_Position_Taxonomy > Foreign_Policy_And_Geopolitics > Unilateralism_Preference,-0.1598111113051796,0.586997548474079,-0.27225175253391476,0.7859954561832029,500,100,0.9411261383246246,Big Five Agreeableness Modesty %,Big Five: Agreeableness
profile_cont_big_five_agreeableness_straightforwardness_pct,Issue_Position_Taxonomy > Foreign_Policy_And_Geopolitics > Unilateralism_Preference,-0.16197870786151639,0.5872751295396044,-0.27581400899523867,0.7832658284702022,500,100,0.9411261383246246,Big Five Agreeableness Straightforwardness %,Big Five: Agreeableness
profile_cont_big_five_agreeableness_tender_mindedness_pct,Issue_Position_Taxonomy > Foreign_Policy_And_Geopolitics > Unilateralism_Preference,-0.09505331332906675,0.5701848240042339,-0.16670614391582075,0.867941287732722,500,100,0.9618713658876274,Big Five Agreeableness Tender Mindedness %,Big Five: Agreeableness
profile_cont_big_five_agreeableness_trust_pct,Issue_Position_Taxonomy > Foreign_Policy_And_Geopolitics > Unilateralism_Preference,0.24786002100563323,0.5785138827372397,0.4284426500413145,0.6692596089185335,500,100,0.9135393661737983,Big Five Agreeableness Trust %,Big Five: Agreeableness
profile_cont_big_five_conscientiousness_achievement_striving_pct,Issue_Position_Taxonomy > Foreign_Policy_And_Geopolitics > Unilateralism_Preference,0.015093295270113908,0.538976856321788,0.02800360552235416,0.9777156487365748,500,100,0.9849312623803872,Big Five Conscientiousness Achievement Striving %,Big Five: Conscientiousness
profile_cont_big_five_conscientiousness_competence_pct,Issue_Position_Taxonomy > Foreign_Policy_And_Geopolitics > Unilateralism_Preference,0.07653728327302355,0.5526838504675531,0.1384829377740555,0.8901400495188708,500,100,0.9759366807977982,Big Five Conscientiousness Competence %,Big Five: Conscientiousness
profile_cont_big_five_conscientiousness_deliberation_pct,Issue_Position_Taxonomy > Foreign_Policy_And_Geopolitics > Unilateralism_Preference,0.1224870379704231,0.5115055782388486,0.2394637383861091,0.8112410845610605,500,100,0.9513668732432107,Big Five Conscientiousness Deliberation %,Big Five: Conscientiousness
profile_cont_big_five_conscientiousness_dutifulness_pct,Issue_Position_Taxonomy > Foreign_Policy_And_Geopolitics > Unilateralism_Preference,0.18187055458553072,0.5331641697819127,0.34111548542341785,0.7337395392088513,500,100,0.9340620098652603,Big Five Conscientiousness Dutifulness %,Big Five: Conscientiousness
profile_cont_big_five_conscientiousness_mean_pct,Issue_Position_Taxonomy > Foreign_Policy_And_Geopolitics > Unilateralism_Preference,0.037815555060731455,0.525496177987646,0.0719616176953821,0.9427776333294201,500,100,0.9795966795506292,Big Five Conscientiousness Mean %,Big Five: Conscientiousness
profile_cont_big_five_conscientiousness_order_pct,Issue_Position_Taxonomy > Foreign_Policy_And_Geopolitics > Unilateralism_Preference,-0.11164017114654357,0.5878834479065571,-0.1899018785851044,0.8497748501446405,500,100,0.9618713658876274,Big Five Conscientiousness Order %,Big Five: Conscientiousness
profile_cont_big_five_conscientiousness_self_discipline_pct,Issue_Position_Taxonomy > Foreign_Policy_And_Geopolitics > Unilateralism_Preference,-0.07623287325561118,0.4493451678539163,-0.1696532614775881,0.8656290225065945,500,100,0.9618713658876274,Big Five Conscientiousness Self Discipline %,Big Five: Conscientiousness
profile_cont_big_five_extraversion_activity_level_pct,Issue_Position_Taxonomy > Foreign_Policy_And_Geopolitics > Unilateralism_Preference,0.43406767852476086,0.5278613356207444,0.8223138336402572,0.41287447993322485,500,100,0.6907463710985066,Big Five Extraversion Activity Level %,Big Five: Extraversion
profile_cont_big_five_extraversion_assertiveness_pct,Issue_Position_Taxonomy > Foreign_Policy_And_Geopolitics > Unilateralism_Preference,0.44978801481506425,0.5112976085889654,0.8796990387972867,0.38115274761537876,500,100,0.6674672329801306,Big Five Extraversion Assertiveness %,Big Five: Extraversion
profile_cont_big_five_extraversion_excitement_seeking_pct,Issue_Position_Taxonomy > Foreign_Policy_And_Geopolitics > Unilateralism_Preference,0.5115612443600357,0.5077780905597543,1.00745040770883,0.3161744096430223,500,100,0.5792994216949334,Big Five Extraversion Excitement Seeking %,Big Five: Extraversion
profile_cont_big_five_extraversion_gregariousness_pct,Issue_Position_Taxonomy > Foreign_Policy_And_Geopolitics > Unilateralism_Preference,0.6133489203743195,0.5099985682003166,1.202648318285884,0.23198089276195324,500,100,0.47617130619558823,Big Five Extraversion Gregariousness %,Big Five: Extraversion
profile_cont_big_five_extraversion_mean_pct,Issue_Position_Taxonomy > Foreign_Policy_And_Geopolitics > Unilateralism_Preference,0.5846523100947258,0.5150362145519713,1.1351673796439992,0.25904604912885626,500,100,0.5087738950516385,Big Five Extraversion Mean %,Big Five: Extraversion
profile_cont_big_five_extraversion_positive_emotions_pct,Issue_Position_Taxonomy > Foreign_Policy_And_Geopolitics > Unilateralism_Preference,0.6950866648645865,0.5070116488017927,1.3709481162952892,0.1734911037702413,500,100,0.3882218961416055,Big Five Extraversion Positive Emotions %,Big Five: Extraversion
profile_cont_big_five_extraversion_warmth_pct,Issue_Position_Taxonomy > Foreign_Policy_And_Geopolitics > Unilateralism_Preference,0.6638212238643362,0.5219815018906678,1.2717332347217498,0.20644734037914247,500,100,0.4335394147961992,Big Five Extraversion Warmth %,Big Five: Extraversion
profile_cont_big_five_neuroticism_anger_hostility_pct,Issue_Position_Taxonomy > Foreign_Policy_And_Geopolitics > Unilateralism_Preference,-0.4111433648103104,0.5644736637011144,-0.7283658941934419,0.4681090098364749,500,100,0.7139316183539534,Big Five Neuroticism Anger Hostility %,Big Five: Neuroticism
profile_cont_big_five_neuroticism_anxiety_pct,Issue_Position_Taxonomy > Foreign_Policy_And_Geopolitics > Unilateralism_Preference,-0.510545187549308,0.5635829897177974,-0.9058917619301339,0.3671926340935774,500,100,0.6594972967601752,Big Five Neuroticism Anxiety %,Big Five: Neuroticism
profile_cont_big_five_neuroticism_depression_pct,Issue_Position_Taxonomy > Foreign_Policy_And_Geopolitics > Unilateralism_Preference,-0.14417123706226986,0.5294927401381929,-0.27228180130409807,0.7859724196767846,500,100,0.9411261383246246,Big Five Neuroticism Depression %,Big Five: Neuroticism
profile_cont_big_five_neuroticism_impulsiveness_pct,Issue_Position_Taxonomy > Foreign_Policy_And_Geopolitics > Unilateralism_Preference,-0.36123863076391,0.5307696664437422,-0.680593963073055,0.4977171227166285,500,100,0.7384607309871716,Big Five Neuroticism Impulsiveness %,Big Five: Neuroticism
profile_cont_big_five_neuroticism_mean_pct,Issue_Position_Taxonomy > Foreign_Policy_And_Geopolitics > Unilateralism_Preference,-0.38421234898554085,0.5600534938862637,-0.6860279476509562,0.49429898891682345,500,100,0.7384607309871716,Big Five Neuroticism Mean %,Big Five: Neuroticism
profile_cont_big_five_neuroticism_self_consciousness_pct,Issue_Position_Taxonomy > Foreign_Policy_And_Geopolitics > Unilateralism_Preference,-0.4775300588314191,0.5896377510178681,-0.8098702262653265,0.41995712909158794,500,100,0.6907463710985066,Big Five Neuroticism Self Consciousness %,Big Five: Neuroticism
profile_cont_big_five_neuroticism_stress_vulnerability_pct,Issue_Position_Taxonomy > Foreign_Policy_And_Geopolitics > Unilateralism_Preference,-0.30283848201922603,0.5680489276886537,-0.5331204184320036,0.5951449997102263,500,100,0.8506522770727318,Big Five Neuroticism Stress Vulnerability %,Big Five: Neuroticism
profile_cont_big_five_openness_to_experience_actions_pct,Issue_Position_Taxonomy > Foreign_Policy_And_Geopolitics > Unilateralism_Preference,1.0904041610461372,0.530841596091428,2.05410459367682,0.04260100183607687,500,100,0.14860195172553384,Big Five Openness To Experience Actions %,Big Five: Openness
profile_cont_big_five_openness_to_experience_aesthetics_pct,Issue_Position_Taxonomy > Foreign_Policy_And_Geopolitics > Unilateralism_Preference,1.3467855638684785,0.5393516145889152,2.4970455773919875,0.014173130624184127,500,100,0.07751747295171428,Big Five Openness To Experience Aesthetics %,Big Five: Openness
profile_cont_big_five_openness_to_experience_fantasy_pct,Issue_Position_Taxonomy > Foreign_Policy_And_Geopolitics > Unilateralism_Preference,1.0988808745208527,0.5544016186447102,1.982102572512642,0.05023992250017519,500,100,0.16135880991232737,Big Five Openness To Experience Fantasy %,Big Five: Openness
profile_cont_big_five_openness_to_experience_feelings_pct,Issue_Position_Taxonomy > Foreign_Policy_And_Geopolitics > Unilateralism_Preference,1.3101257891217906,0.5369371602957365,2.4399983573500372,0.016465577523875077,500,100,0.08644428200034415,Big Five Openness To Experience Feelings %,Big Five: Openness
profile_cont_big_five_openness_to_experience_ideas_pct,Issue_Position_Taxonomy > Foreign_Policy_And_Geopolitics > Unilateralism_Preference,1.1924927606929145,0.5684644344548961,2.0977438313030135,0.03847448176709766,500,100,0.1377531517475839,Big Five Openness To Experience Ideas %,Big Five: Openness
profile_cont_big_five_openness_to_experience_mean_pct,Issue_Position_Taxonomy > Foreign_Policy_And_Geopolitics > Unilateralism_Preference,1.253084692869252,0.5345137152810457,2.3443452563427374,0.021057848824386313,500,100,0.1005379244364128,Big Five Openness To Experience Mean %,Big Five: Openness
profile_cont_big_five_openness_to_experience_values_pct,Issue_Position_Taxonomy > Foreign_Policy_And_Geopolitics > Unilateralism_Preference,1.1901606447453394,0.4900384219440891,2.4287088347556773,0.016956617981637778,500,100,0.0873425794148512,Big Five Openness To Experience Values %,Big Five: Openness
profile_cont_chronological_age,Issue_Position_Taxonomy > Foreign_Policy_And_Geopolitics > Unilateralism_Preference,-0.23176141004711037,0.6279016095117311,-0.36910465992806213,0.7128379613108309,500,100,0.9282744267951798,Chronological Age,Demographics: Age
profile_cat__profile_cat_sex_Female,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,0.12913843461231497,0.6352609675789206,0.20328406938723442,0.8393302491221665,500,100,0.9618713658876274,Sex Female,Demographics: Sex
profile_cat__profile_cat_sex_Male,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,0.5192977158115235,0.6938368794848839,0.748443519169893,0.45596710062894935,500,100,0.7139316183539534,Sex Male,Demographics: Sex
profile_cat__profile_cat_sex_Other,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,-0.6301666666666678,0.7023158551719026,-0.8972696003174024,0.3717519188154809,500,100,0.6605645507686047,Sex Other,Demographics: Sex
profile_cont_big_five_agreeableness_altruism_pct,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,-1.263494098521411,0.7620950100812458,-1.6579220199679718,0.10049868895721753,500,100,0.2609939435612711,Big Five Agreeableness Altruism %,Big Five: Agreeableness
profile_cont_big_five_agreeableness_compliance_pct,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,-1.2635647252691609,0.7149163135781451,-1.7674302589977824,0.08023745481604475,500,100,0.225822939843095,Big Five Agreeableness Compliance %,Big Five: Agreeableness
profile_cont_big_five_agreeableness_mean_pct,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,-1.3741990731457117,0.6825538866708594,-2.0133195341518535,0.046795532831175254,500,100,0.15968975578638556,Big Five Agreeableness Mean %,Big Five: Agreeableness
profile_cont_big_five_agreeableness_modesty_pct,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,-1.2912815706795293,0.6298750252217569,-2.050059962648804,0.043002029986509795,500,100,0.14860195172553384,Big Five Agreeableness Modesty %,Big Five: Agreeableness
profile_cont_big_five_agreeableness_straightforwardness_pct,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,-1.38515421685762,0.7059417842678113,-1.962136606341094,0.05255418269666588,500,100,0.16643114149402125,Big Five Agreeableness Straightforwardness %,Big Five: Agreeableness
profile_cont_big_five_agreeableness_tender_mindedness_pct,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,-1.3126952343164968,0.6570726428581543,-1.9977931642481657,0.04848260169828061,500,100,0.16125033110494144,Big Five Agreeableness Tender Mindedness %,Big Five: Agreeableness
profile_cont_big_five_agreeableness_trust_pct,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,-1.3892520051009654,0.6543478147440647,-2.123109413369622,0.036238117075226006,500,100,0.1370645066575249,Big Five Agreeableness Trust %,Big Five: Agreeableness
profile_cont_big_five_conscientiousness_achievement_striving_pct,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,-0.047138614974004345,0.6457537676515905,-0.0729978164052114,0.941955136616699,500,100,0.9795966795506292,Big Five Conscientiousness Achievement Striving %,Big Five: Conscientiousness
profile_cont_big_five_conscientiousness_competence_pct,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,-0.2502204849052017,0.6325943317219509,-0.3955465175037058,0.693290674104461,500,100,0.9282744267951798,Big Five Conscientiousness Competence %,Big Five: Conscientiousness
profile_cont_big_five_conscientiousness_deliberation_pct,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,-0.29399613522646867,0.6467551889487485,-0.4545709725256895,0.6504130835917096,500,100,0.8967816758612965,Big Five Conscientiousness Deliberation %,Big Five: Conscientiousness
profile_cont_big_five_conscientiousness_dutifulness_pct,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,-0.6760061738205346,0.6283958620960498,-1.0757648396437207,0.2846471357585959,500,100,0.547244141282371,Big Five Conscientiousness Dutifulness %,Big Five: Conscientiousness
profile_cont_big_five_conscientiousness_mean_pct,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,-0.22513789409179175,0.6490268439550555,-0.3468853348496974,0.7294137349239369,500,100,0.9340620098652603,Big Five Conscientiousness Mean %,Big Five: Conscientiousness
profile_cont_big_five_conscientiousness_order_pct,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,0.02067977214806421,0.6447290914841525,0.0320751342249189,0.974476710617482,500,100,0.9849312623803872,Big Five Conscientiousness Order %,Big Five: Conscientiousness
profile_cont_big_five_conscientiousness_self_discipline_pct,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,-0.02616013607087803,0.7220035156860164,-0.03623269901396783,0.9711697712677398,500,100,0.9849312623803872,Big Five Conscientiousness Self Discipline %,Big Five: Conscientiousness
profile_cont_big_five_extraversion_activity_level_pct,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,-1.1048156025251492,0.6337527555842596,-1.7432912011666357,0.08438735011318901,500,100,0.23270451091818786,Big Five Extraversion Activity Level %,Big Five: Extraversion
profile_cont_big_five_extraversion_assertiveness_pct,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,-1.5282758162379144,0.6586216711315481,-2.3204153206988356,0.022370788355784006,500,100,0.1005379244364128,Big Five Extraversion Assertiveness %,Big Five: Extraversion
profile_cont_big_five_extraversion_excitement_seeking_pct,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,-1.5049030529789982,0.6446532916873832,-2.3344378635528362,0.021592927869840736,500,100,0.1005379244364128,Big Five Extraversion Excitement Seeking %,Big Five: Extraversion
profile_cont_big_five_extraversion_gregariousness_pct,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,-1.205929876984213,0.6308446446060687,-1.911611499432252,0.058817843847313755,500,100,0.17645353154194127,Big Five Extraversion Gregariousness %,Big Five: Extraversion
profile_cont_big_five_extraversion_mean_pct,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,-1.5218173579383114,0.6339051957224929,-2.400701821356459,0.018231552261456653,500,100,0.09080832870882835,Big Five Extraversion Mean %,Big Five: Extraversion
profile_cont_big_five_extraversion_positive_emotions_pct,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,-1.7800619833754987,0.6069163322316167,-2.932961083499358,0.00417154510088304,500,100,0.035588494141908435,Big Five Extraversion Positive Emotions %,Big Five: Extraversion
profile_cont_big_five_extraversion_warmth_pct,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,-1.6336465859910183,0.6317761714385813,-2.585799623102491,0.011171530879454751,500,100,0.06820719974150789,Big Five Extraversion Warmth %,Big Five: Extraversion
profile_cont_big_five_neuroticism_anger_hostility_pct,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,2.209818921651674,0.639079914307841,3.4578131344419276,0.0008042184480977627,500,100,0.009922611527738842,Big Five Neuroticism Anger Hostility %,Big Five: Neuroticism
profile_cont_big_five_neuroticism_anxiety_pct,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,2.292994352374243,0.6151073968682137,3.727795120086184,0.00032180997971246463,500,100,0.005470804198543342,Big Five Neuroticism Anxiety %,Big Five: Neuroticism
profile_cont_big_five_neuroticism_depression_pct,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,2.278817770321478,0.6140079912919879,3.7113812892343927,0.00034067278892028135,500,100,0.005470804198543342,Big Five Neuroticism Depression %,Big Five: Neuroticism
profile_cont_big_five_neuroticism_impulsiveness_pct,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,2.0130120005486116,0.6756455499282921,2.9793906002374433,0.003633252431393772,500,100,0.033062597125683324,Big Five Neuroticism Impulsiveness %,Big Five: Neuroticism
profile_cont_big_five_neuroticism_mean_pct,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,2.225031517571715,0.6393682722908579,3.4800468118310315,0.0007470707463427878,500,100,0.009711919702456242,Big Five Neuroticism Mean %,Big Five: Neuroticism
profile_cont_big_five_neuroticism_self_consciousness_pct,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,1.7339517685539003,0.6386488991191897,2.7150313277691827,0.007819887039896658,500,100,0.057698085456534806,Big Five Neuroticism Self Consciousness %,Big Five: Neuroticism
profile_cont_big_five_neuroticism_stress_vulnerability_pct,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,2.2947831951990922,0.6659082866193714,3.44609496729506,0.0008359709345714043,500,100,0.009922611527738842,Big Five Neuroticism Stress Vulnerability %,Big Five: Neuroticism
profile_cont_big_five_openness_to_experience_actions_pct,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,0.07723882987043655,0.7435074499817722,0.1038844060975181,0.9174712441664296,500,100,0.9795966795506292,Big Five Openness To Experience Actions %,Big Five: Openness
profile_cont_big_five_openness_to_experience_aesthetics_pct,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,0.11302475253097856,0.6902424291019937,0.16374645742659416,0.8702645691364248,500,100,0.9618713658876274,Big Five Openness To Experience Aesthetics %,Big Five: Openness
