profile_a,profile_b,feature_distance,moderation_distance
profile_0063,profile_0657,7.597520732340425,118.29623831720095
profile_0063,profile_0663,4.597710177827854,126.49110640673517
profile_0063,profile_0669,9.083246429762923,132.83824750424856
profile_0063,profile_0673,10.078581838745174,117.66477807738389
profile_0063,profile_0688,8.138740880208482,113.45042970390196
profile_0063,profile_0694,7.39037847281406,110.90085662428402
profile_0063,profile_0711,7.971571841023985,126.2339098657726
profile_0063,profile_0716,9.293029339163727,94.82615672903758
profile_0063,profile_0717,7.258254986819285,124.83188695201238
profile_0063,profile_0718,7.228707411476501,122.35603785674003
profile_0063,profile_0726,8.57851853844989,146.4581851587681
profile_0063,profile_0745,10.066638228447268,110.20889256316842
profile_0063,profile_0747,8.94836873678469,121.15279608824552
profile_0063,profile_0749,5.995527269676289,124.591331961738
profile_0063,profile_0753,5.934007734425621,132.6574536164478
profile_0063,profile_0754,7.12670446721957,113.79367293483412
profile_0063,profile_0760,9.850283899621,123.75782803523985
profile_0063,profile_0775,8.61495929930422,129.4797281430572
profile_0063,profile_0778,7.45751275917642,141.6827441857335
profile_0063,profile_0785,9.6561400412238,111.57956802210698
profile_0063,profile_0790,9.850517415338793,102.71319292087068
profile_0063,profile_0794,10.176813176983101,131.63586137523467
profile_0063,profile_0795,7.253985047052153,130.71725211310098
profile_0065,profile_0066,8.090198605389524,108.80257349897566
profile_0065,profile_0076,11.183948769249985,120.21647141718975
profile_0065,profile_0096,7.190098864083147,85.10581648747635
profile_0065,profile_0111,9.899970684258992,118.17360111293893
profile_0065,profile_0131,8.857823138731233,87.14355971613737
profile_0065,profile_0143,6.577740854352822,77.5112895003044
profile_0065,profile_0144,9.629897148806068,85.17041739947034
profile_0065,profile_0148,9.494346650675652,100.4937809021036
profile_0065,profile_0165,10.127263584331542,87.6184911990614
