term,estimate,std_error,p_value,conf_low,conf_high,q_value,q_significant
Intercept,30.0063078525929,0.44238996435982825,0.0,29.13923945532568,30.873376249860122,,False
profile_cont_big_five_neuroticism_mean_pct_z,1.285677455366446,0.25696565489512063,5.635577285492367e-07,0.782034026508261,1.789320884224631,4.508461828393893e-06,True
profile_cont_big_five_openness_to_experience_mean_pct_z,0.9602942917033823,0.24737673275270866,0.00010363910006741219,0.47544480489488333,1.4451437785118812,0.00041455640026964876,True
profile_cont_big_five_conscientiousness_mean_pct_z,-0.42187066947343327,0.2188192892585745,0.05386247085327448,-0.8507485955428915,0.007007256596025024,0.11522570166892114,False
profile_cont_big_five_extraversion_mean_pct_z,0.24502090669585574,0.2418615969513156,0.31103032325929303,-0.22901911257206536,0.7190609259637768,0.4436167722371409,False
profile_cont_big_five_agreeableness_mean_pct_z,-0.053354813642942034,0.23805575811771967,0.8226581872790606,-0.5199355258660512,0.4132258985801671,0.8226581872790606,False
profile_cat__profile_cat_sex_Female,-1.12723419960618,0.5937085634365278,0.05761285083446057,-2.290881601254789,0.03641320204242837,0.11522570166892114,False
profile_cat__profile_cat_sex_Other,-0.6234723654889991,0.643641142301145,0.3327125791778557,-1.8849858233674632,0.638041092389465,0.4436167722371409,False
mean_baseline_abs_score_z,-0.08599569188316414,0.2907186709041595,0.7673799095289349,-0.6557938164886692,0.4838024327223409,0.8226581872790606,False
