position_id,incoming_peer_count,outgoing_receiver_count,incoming_exposure_weight,outgoing_visibility_weight,sender_receiver_asymmetry,incoming_top1_share,incoming_top5_share,incoming_hhi,incoming_effective_peer_count,incoming_peer_community_count,incoming_community_entropy,cross_community_incoming_share,peer_sender_reach_weighted_mean_pct,peer_bridge_weighted_mean,high_reach_peer_exposure_share,high_bridge_peer_exposure_share,h2_neighborhood_activation_readiness,community_id,weighted_in_degree,weighted_out_degree,eigenvector_centrality,approx_betweenness,local_clustering,bridge_score,weighted_in_degree_pct,weighted_out_degree_pct,approx_betweenness_pct,local_clustering_pct,bridge_score_pct,dominant_structural_role
303669,30,909,14.796322380296672,325.53904336432936,0.9130485757898036,0.05625994609210879,0.262229923019298,0.036700692790011875,27.247442050253362,3,0.4056871182889924,0.12116259272198637,0.9781449097925766,0.40120326903916403,0.955586185829397,0.17279076460990206,0.9781449097925766,1,14.796322380296676,325.53904336432936,0.036202983016596,0.0138159238639307,0.0143137943137943,0.628866739811154,0.8326063892490864,0.9958741011434634,0.9978781091594955,0.07143699163031947,0.9462454320405517,broker_bridge
323873,30,2,10.384567516771805,0.6174573230219613,-0.8877556936994635,0.05943426464413489,0.25372612800056027,0.03635322182219919,27.507878253292738,3,0.2635208779326448,0.06818454925129458,0.9579237669570106,0.23357015852179192,0.8401119481320638,0.02966100844083431,0.9579237669570106,0,10.384567516771806,0.6174573230219613,0.0103535346898596,3.430132079500799e-06,0.3440860215053763,0.1598258905874324,0.6722857479665213,0.5448544147117765,0.10467994813155723,0.9293292467287516,0.2866910291170576,cluster_core
380970,30,15,28.943750667542677,6.7253626365533545,-0.6229027293604715,0.03454977247027605,0.17274886235138023,0.033397064804973675,29.942751132161604,3,0.41749886247644036,0.13017296424298466,0.9810326312109467,0.28941979682182856,0.9684467465862377,0.13017296424298466,0.9810326312109467,1,28.943750667542673,6.725362636553355,0.0114489199525104,3.361613094762194e-05,0.241014799154334,0.2247546606366215,0.9864434751856654,0.8775197453730992,0.5924790757986561,0.6411057408935518,0.40245196274902745,exposed_receiver
387312,30,3,4.312915978699366,0.38137312728761286,-0.8375161313344681,0.060430536526174035,0.26867407431268436,0.03775414450732885,26.487158245788873,4,0.8612618336691826,0.4984298540569098,0.9283319748410992,0.39275239222410624,0.7730550838482526,0.2359972200590544,0.9283319748410992,1,4.312915978699368,0.3813731272876129,0.0016953451249194,7.67291293207872e-05,0.1139784946236559,0.6424395713689041,0.3037840386655664,0.4593893669692326,0.788282447247436,0.18324885064246138,0.9586231286101615,cross_community_connector
10,30,379,22.828053115938154,125.27252597558373,0.6917222976983624,0.04380575053515261,0.19918627630190697,0.03375052922672887,29.629165020856792,2,0.19282659346470943,0.029688362054436198,0.9883751078859192,0.31820980955930817,1.0,0.0,0.9883751078859192,1,22.828053115938157,125.27252597558376,0.0216583474310839,0.0021288974915753,0.0460015774877235,0.2974079203797829,0.9489567370034186,0.9870328893080278,0.9886832488506425,0.09772486148768124,0.5195096074501945,broker_bridge
105,30,0,10.799052978549947,0.0,-1.0,0.07765650745098254,0.3013814220555465,0.04151677554292617,24.086648997248172,3,0.4631535928048909,0.1598668368702059,0.9660695610690264,0.3972159458858233,0.9049396127812518,0.14545588282349362,0.9660695610690264,1,10.799052978549948,0.0,0.0030534098898446,2.2967562408168046e-05,0.3172413793103448,0.2753695125116726,0.6917364140044795,0.11375692561593775,0.4872097135447365,0.8854178946127549,0.48249440056583753,cluster_core
2208,30,3,19.74087021302371,0.4845354261004903,-0.9520864565343303,0.047998772533918904,0.2122184851787578,0.034117222998670794,29.31070914062847,3,0.33303552434833117,0.091554014498735,0.9879924550139066,0.3510646401893445,1.0,0.06720343517965166,0.9879924550139066,1,19.74087021302372,0.4845354261004904,0.0076596444650436,6.674770225900456e-06,0.3503787878787879,0.2014092031292549,0.9205469763055523,0.49864434751856657,0.2046445832842155,0.935635977838029,0.36072144288577157,exposed_receiver
3528,30,416,15.39734801089597,147.4463210648417,0.8108941158316109,0.04918035644594133,0.22871294141223525,0.034668269892687724,28.844819862525682,3,0.2249387942652303,0.0538843484855967,0.9606686188735023,0.3239578049067122,0.8812361862848489,0.059831198608402164,0.9606686188735023,1,15.39734801089597,147.44632106484173,0.0221427491018251,0.0030089822695238,0.0317883666720876,0.4145112617732447,0.8475775079570906,0.9889190144995874,0.9918660851113993,0.08511139926912649,0.6792408346103973,broker_bridge
4127,30,6,27.854286095223173,3.2977098760183785,-0.7882825948576323,0.03590111757240454,0.1795055878620227,0.03347263482576538,29.87515040884249,3,0.5106956107322701,0.16679708537364243,0.9909678032478622,0.38905825226511875,1.0,0.13137611358125634,0.9909678032478622,1,27.854286095223173,3.2977098760183785,0.0142093432946181,1.4297342648301536e-05,0.4356060606060606,0.3201491183112726,0.9798420370152069,0.8146881999292703,0.3613108570081339,0.9763055522810327,0.5531062124248497,exposed_receiver
4541,30,0,11.831125006163129,0.0,-1.0,0.06851996551527635,0.29375220921438683,0.039412736187306806,25.372508907972193,4,0.6066540382677824,0.3276732277304948,0.9757031661634096,0.4213676136512187,0.9617474317159225,0.18424918630014142,0.9757031661634096,1,11.83112500616313,0.0,0.00623688892475,5.048788964246925e-05,0.2160919540229885,0.478271702084067,0.7366497701284923,0.11375692561593775,0.6927973594247319,0.5323588353176942,0.758693858304845,broker_bridge
6961,30,1,6.019713603689962,0.1283131159360933,-0.9582587643848439,0.047445358079355536,0.22339133523741728,0.035245773889797535,28.372195858904558,3,0.6904051904902867,0.3931136827936678,0.973634822562842,0.36140925690508696,0.976723822098862,0.04655235580227617,0.973634822562842,1,6.019713603689963,0.1283131159360933,0.0024517106892583,1.318477717274974e-05,0.2043010752688172,0.4997020531502288,0.41117529175999057,0.29800778026641517,0.3430390192149004,0.48007780266415184,0.7911116350347754,broker_bridge
7974,30,4,10.886886283352096,1.094617471579665,-0.8172821218490033,0.056632567500563044,0.2425788375237634,0.035240898694959194,28.37612084345166,2,0.19518891644880668,0.03015906133821273,0.9722053823439304,0.31741965017742024,0.9071372612906282,0.09052663295588793,0.9722053823439304,1,10.886886283352096,1.0946174715796653,0.0049361005683709,1.495718762154612e-05,0.4053030303030303,0.0548283779521499,0.6962159613344335,0.6522456678062006,0.3715666627372392,0.9668749263232347,0.10137922904632796,cluster_core
9995,30,7,12.154764144373603,1.2647625131788707,-0.8115041542889195,0.055798402100561514,0.25935634453915385,0.036690225924838525,27.25521510956466,2,0.15241196284004535,0.02197892851350334,0.986209923471769,0.3592618165124496,1.0,0.029781670241936346,0.986209923471769,1,12.154764144373605,1.2647625131788711,0.0051425942049973,3.066511600844502e-05,0.3633633633633634,0.0483496504124874,0.7498526464694094,0.6787693033125074,0.5663090887657668,0.9472474360485678,0.09300954850878226,cluster_core
12394,4,1,0.2620498739653896,0.0655124684913474,-0.6,0.25,1.0,0.25,4.0,2,0.9999999999971146,0.5,0.9893021336791229,0.3134704707220729,1.0,0.0,0.49465106683956145,1,0.2620498739653898,0.0655124684913474,9.391217432382472e-05,1.526278653837364e-05,0.0,0.48,0.06536602616998703,0.25167983024873275,0.37769656960980785,0.030001178828244726,0.7615819875044206,broker_bridge
13149,30,1,6.468829129595943,0.1567035560722973,-0.9526970695016677,0.07338973610462272,0.29612973694398415,0.03949988799781502,25.31652748117453,3,0.597388540397118,0.23748416382339588,0.9535474179084855,0.31495651530609753,0.813395338913639,0.040290417533627346,0.9535474179084855,1,6.468829129595945,0.1567035560722973,0.0029863101625027,7.531046064690632e-05,0.1677419354838709,0.3974659255054341,0.4382883413886597,0.32364729458917835,0.7846280796887893,0.3277142520334787,0.6559000353648473,broker_bridge
13814,30,3,12.601390172297448,1.1636599478849647,-0.8309254324938784,0.07935632389181732,0.28771650494459033,0.03849724887941687,25.975882150235027,3,0.3570334265895183,0.10442186463593656,0.9655125696083025,0.330983083277323,0.903484585471644,0.11612108660443894,0.9655125696083025,1,12.601390172297451,1.163659947884965,0.003311535640243,1.973959171245335e-05,0.282258064516129,0.1875594427530013,0.7665920075445007,0.6623835907108334,0.44488977955911824,0.7987740186254862,0.3364375810444418,cluster_core
13983,30,479,16.115978885171284,208.0286048938639,0.8562001489087184,0.049694014199180805,0.21760461976240814,0.03422665950074572,29.21699092423005,1,0.0,0.0,0.9742300039824094,0.2782956365276483,0.9704651830490949,0.0,0.9742300039824094,1,16.11597888517128,208.02860489386393,0.027651532432354,0.0025390846232545,0.0405413431759365,0.293839729198134,0.8633738064364023,0.9919839679358717,0.9904514912177296,0.09206648591300247,0.5144406459978781,broker_bridge
14678,30,11,13.393072907331998,2.5885754695419427,-0.6760565107554598,0.04608345958221569,0.211151228958795,0.03430649407352174,29.149000123909918,2,0.2296994683496554,0.03728436687491402,0.977314164405058,0.30941090462504306,0.9432855512553749,0.10022215926272525,0.977314164405058,1,13.393072907332002,2.588575469541943,0.0071631579162623,3.894409687273037e-05,0.3717948717948718,0.1110519054083036,0.7919368148060828,0.786042673582459,0.6312625250501002,0.9524932217375929,0.19191323824118825,cluster_core
16596,30,96,13.316746269784172,27.12620473621497,0.3414552628561244,0.0750934184477938,0.25576300255493223,0.03656954943299383,27.345155067668912,3,0.2596642222483935,0.0649615795261149,0.9722506711546617,0.31995417235686036,0.9453963345435827,0.03478981352861552,0.9722506711546617,1,13.316746269784172,27.126204736214973,0.0074942029534732,0.0001700840585437,0.0764462809917355,0.5600893000764853,0.7894612754921608,0.9514322763173405,0.9020393728633738,0.12672403630790993,0.8718613697984203,visible_sender
17326,30,159,11.133066214452999,53.26335325749562,0.6542333780124961,0.0673657227833173,0.26379424508537647,0.03687545392385931,27.11831024683267,4,0.31431177053281006,0.10035202110873157,0.9798353715577738,0.36892344133030214,0.9723331615175779,0.063877689318395,0.9798353715577738,1,11.133066214453,53.26335325749563,0.0080691292448976,0.0003090972159975,0.0814448041642861,0.3650527631839457,0.7063538842390664,0.9721796534244961,0.9471884946363315,0.13120358363786397,0.6121655074855593,broker_bridge
18315,30,1,6.417093319390989,0.0655124684913474,-0.9797882300312609,0.07239888476311551,0.2548519191437429,0.036477149133234577,27.41442310492662,3,0.6213298689265451,0.26577328716953036,0.9476829332342237,0.34487553656987124,0.9016743847733519,0.03502593130695721,0.9476829332342237,1,6.4170933193909905,0.0655124684913474,0.0027237939323378,5.331998538750722e-06,0.1806451612903225,0.4136574456556293,0.4353412707768478,0.25167983024873275,0.16432865731462926,0.3771071554874455,0.6778262407167276,broker_bridge
18435,30,0,11.508620849366036,0.0,-1.0,0.05429103873563444,0.2407763272811744,0.03531301836173146,28.318168380749206,3,0.481976482478449,0.1520575540798746,0.9833990796954502,0.35731872487011923,0.965545021318209,0.13325099017419417,0.9833990796954502,1,11.508620849366036,0.0,0.0061701007313383,1.1309827121247866e-05,0.4045977011494253,0.2691067914792964,0.7238005422609926,0.11375692561593775,0.3063774608039609,0.9664623364375811,0.4725922433101497,cluster_core
19592,30,3,20.569656219329744,1.0216255155861411,-0.9053668487004141,0.045163374749450834,0.21575392399785104,0.034491325554199086,28.992796998439996,2,0.33035231784586644,0.060734141083960594,0.96693921030975,0.25891844233969047,0.8955638551618003,0.08758120876174282,0.96693921030975,1,20.56965621932975,1.0216255155861411,0.0085251113254254,7.499418809908216e-05,0.3849462365591398,0.1290720838503416,0.9292703053165153,0.6417540964281504,0.7836850170930095,0.9585052457856891,0.22892844512554522,exposed_receiver
21808,30,1,4.774073551990989,0.1401159247533886,-0.9429749604013176,0.06281437460719182,0.2622169296525173,0.03660874416243243,27.315878292984202,4,0.5814445690529477,0.2790346073348994,0.9663245099117493,0.33980530027373657,0.9223198673222246,0.20620326864910368,0.9663245099117493,1,4.774073551990992,0.1401159247533886,0.0024463451518186,3.515389865006333e-05,0.232183908045977,0.4385025311061944,0.33219379936343274,0.3174584463043735,0.6037958269480137,0.6046799481315572,0.705764470116704,broker_bridge
23184,18,11,2.85920932322456,4.201276720642333,0.1900814461043462,0.16064928500878134,0.5089611490750334,0.08116750120712873,12.320201868086738,2,0.7585065307508576,0.21909226084631203,0.9189648605030389,0.3609190760690392,0.839339077257066,0.34393152289071144,0.9189648605030389,1,2.859209323224561,4.2012767206423325,0.0007658338225173,1.9246307833235216e-05,0.2753623188405797,0.3638669284385846,0.22904632795001767,0.8400330071908523,0.43852410703760464,0.7749616880820465,0.6103972651184723,cluster_core
24827,30,2,13.258511847496692,0.1310249369826948,-0.9804287573062911,0.046206594586199946,0.20960932783457314,0.03409470807615833,29.330064881807207,3,0.6430741072312512,0.25089685243183674,0.9918549384373191,0.3496907383222142,1.0,0.09760980068612171,0.9918549384373191,1,13.258511847496692,0.1310249369826949,0.0091051611673106,1.8883696114504546e-05,0.3790322580645161,0.4079590319303088,0.7878109159495461,0.30920664859130026,0.43333726276081574,0.9560297064717671,0.671224802546269,cluster_core
25411,30,89,15.079081803945282,35.53771872668416,0.40418668719210854,0.0533492530447708,0.23580752823957313,0.03524624118812788,28.371819697381905,1,0.0,0.0,0.9611442587116747,0.14633549137323104,0.9006694476870964,0.0,0.9611442587116747,1,15.079081803945284,35.53771872668417,0.0052312933620882,0.0002677205980777,0.1586816173972137,0.0603566755064376,0.8390899445950725,0.9594483083814688,0.9387009312743133,0.29399976423435104,0.11104562065307085,broker_bridge
28009,30,3,4.969461419551666,0.3849393478082799,-0.8562157131924665,0.07156937210151575,0.2692196952755624,0.03720587369766516,26.877476608290333,4,0.5785755609416933,0.2734728715704759,0.9623942136228931,0.3780635987645117,0.9040105174811814,0.13385176806042443,0.9623942136228931,1,4.969461419551668,0.3849393478082801,0.0020315993906202,2.5756356648154273e-05,0.2367424242424242,0.4789314092558902,0.3444536131085701,0.46080396086290226,0.5189201933278321,0.6225391960391371,0.7597548037250973,broker_bridge
28226,30,14,21.53057796486902,6.828018734630178,-0.5184515787587785,0.04644557157878801,0.21988000052352544,0.03442074966362535,29.05224348023905,3,0.520973022403548,0.17157747851519592,0.9716457505095776,0.35171798682334643,0.9284266345080043,0.13720404584603166,0.9716457505095776,1,21.53057796486902,6.828018734630179,0.0073857740497298,5.626923154682956e-05,0.3198380566801619,0.2727352897430349,0.9389366969232583,0.8788164564422963,0.7210892372981257,0.8894848520570553,0.47836850170930095,exposed_receiver
29608,16,3,3.0808116695578436,0.9422840098657632,-0.5315627144116218,0.14909380472854086,0.5239333418145194,0.08029480413241433,12.45410597615878,3,0.494175212175117,0.16391671204445185,0.9348659855779794,0.3176707867398092,0.8360832879555481,0.09096039601375437,0.9348659855779794,1,3.080811669557844,0.9422840098657632,0.0008261779292124,9.169468509045237e-05,0.1437908496732026,0.3017726604737181,0.24071672757279264,0.6256041494754214,0.8211717552752564,0.2502652363550631,0.5259931627961806,broker_bridge
31085,30,352,7.138841229801134,100.02629974502378,0.8667693400136864,0.06201879099080226,0.26358318233292816,0.03666345663313467,27.2751151100207,4,0.6309089861321128,0.286667576779849,0.9500093811432518,0.37946073917516004,0.9063709663724737,0.10544259275443892,0.9500093811432518,1,7.138841229801136,100.0262997450238,0.0081817476368268,0.0041727833657139,0.0298834144816187,0.6010388399469544,0.4789579158316633,0.9839679358717435,0.9941058587763762,0.08357892255098433,0.9178356713426854,cross_community_connector
32599,30,3,6.844891872672616,0.2593380529187881,-0.9269905237766642,0.06228638341874267,0.2770035560894701,0.03823579292170466,26.153504964515776,3,0.6818646511179197,0.32302574594024364,0.9620867211103056,0.34568765952333563,0.9542129929917763,0.1618184273376672,0.9620867211103056,0,6.844891872672617,0.2593380529187883,0.0049461359566198,0.0001463281752516,0.2140151515151515,0.4495252107544034,0.45962513261817756,0.39608629022751385,0.8862430743840622,0.5254626900860545,0.7230932453141578,broker_bridge
33590,30,0,8.559340398715335,0.0,-1.0,0.06009101089261878,0.28276813685747143,0.037967723649688034,26.338160518301617,3,0.6103638063140366,0.22945166398347547,0.9807938398298294,0.38635112806937316,0.9597952917086949,0.11072010600734054,0.9807938398298294,1,8.559340398715337,0.0,0.0057701102671013,5.3463522851374595e-05,0.2827586206896552,0.3739613014567069,0.569845573499941,0.11375692561593775,0.7068254155369562,0.8008959094659908,0.6228928445125546,cluster_core
34967,27,947,3.096508761624432,319.38917249802364,0.980795992246668,0.1105848484337201,0.3970462339781961,0.05343135564791941,18.7156022502854,4,0.46093128661344257,0.9585620045625901,0.9828462182142905,0.3909188480954561,1.0,0.12116017919890133,0.9828462182142905,2,3.096508761624433,319.3891724980237,0.0359443720404991,0.0119124162324876,0.0094481176572382,0.6152226007171531,0.24118825887068254,0.995520452670046,0.9974065778616056,0.06731109277378286,0.9330425556996346,cross_community_connector
37576,30,1,5.282739184591938,0.1158355035305961,-0.9570866348166128,0.08843401712050201,0.3029123841210589,0.04024763277257607,24.846181777959867,4,0.677702438914373,0.35155106792912794,0.9570825370754794,0.35751216775503825,0.9264823513781916,0.16816040285610603,0.9570825370754794,0,5.28273918459194,0.1158355035305961,0.0039867975023977,1.3405198567284195e-05,0.1741935483870967,0.5243215712091334,0.3650831073912531,0.284038665566427,0.3465755039490746,0.3475185665448544,0.8278910762701874,broker_bridge
37784,30,178,19.881593729958123,76.396314476816,0.5869957272594908,0.050297778617876744,0.22316889264300505,0.03469045500342089,28.8263731306317,2,0.9432269552104335,0.639343293290962,0.9359036387553006,0.39786602492943396,0.7359392117083788,0.13195776906193468,0.9359036387553006,3,19.881593729958123,76.396314476816,0.0058535341600637,0.0013354415450664,0.0645983850403739,0.5833312506042354,0.9216079217258045,0.9796062713662619,0.9844394671696334,0.11293174584463044,0.8981492396557822,broker_bridge
38006,30,32,12.584775281772062,11.616588001489683,-0.04000548518487804,0.05450185909959309,0.23787408866118953,0.03524406977522054,28.373567705937344,3,0.43573789370475574,0.13155271485087977,0.9765031318692781,0.3738764958208355,0.9491964314523856,0.19723223950184424,0.9765031318692781,1,12.584775281772064,11.616588001489683,0.0058089090717038,5.913351405054715e-05,0.1879781420765027,0.4785229071723234,0.7650595308263586,0.9099375221030296,0.7327596369209006,0.4062242131321466,0.7592832724272074,visible_sender
38873,30,2,9.304330462283518,0.1813479720219435,-0.9617638372884141,0.06097741137525997,0.2257780122113039,0.03476993516655455,28.76047928216752,3,0.4920105122763087,0.1650557424482087,0.985841498499183,0.34114733431053906,1.0,0.12401590535369476,0.985841498499183,1,9.30433046228352,0.1813479720219435,0.0047194242934144,2.7923897992218925e-05,0.3689516129032258,0.3109462469214736,0.6121655074855593,0.34639867971236593,0.5417894612754922,0.9500176824236709,0.5391960391370977,cluster_core
39498,30,7,14.05157449627882,2.1496963692497206,-0.7346262046857532,0.0700358960774769,0.24450307413081393,0.03632782013214902,27.52711272964684,2,0.5038137032709659,0.1112963174116185,0.9409903346813896,0.3249101901846152,0.8088020845967056,0.09304133625661366,0.9409903346813896,1,14.05157449627882,2.149696369249721,0.0041480152427678,8.13658576220432e-06,0.3996212121212121,0.2124706294576006,0.8125663090887658,0.7622303430390193,0.24130614169515502,0.9635742072380055,0.3825297654131793,cluster_core
39929,30,0,12.391565057681099,0.0,-1.0,0.06003501210393757,0.2455703621252188,0.03627663660528106,27.565951355435814,4,0.6957874716946376,0.3892875334056622,0.9827053952516105,0.40191632052766063,1.0,0.1471344335807951,0.9827053952516105,0,12.3915650576811,0.0,0.0085869668083476,2.909049213303405e-05,0.2666666666666666,0.5398305260113718,0.7588117411293175,0.11375692561593775,0.5518095013556524,0.7421313214664623,0.8472238594836732,cluster_core
44306,30,0,14.462943913966638,0.0,-1.0,0.05216847574430416,0.22329818432077225,0.03467960733131953,28.835389929484272,3,0.22468904707730994,0.05382194600056043,0.9825628982261233,0.311447629909871,0.9685195704102675,0.09574017984507666,0.9825628982261233,1,14.462943913966637,0.0,0.0063111511489238,3.3891287911090862e-06,0.4436781609195402,0.1032944432793924,0.8241188258870683,0.11375692561593775,0.10326535423788755,0.9787221501827184,0.17482022869267946,cluster_core
46108,30,2,5.571404868100412,0.3569415819418208,-0.87958140268969,0.07842198987565092,0.31360773894174304,0.042166418220020964,23.715554752174604,4,0.46314739515173703,0.1787989889350684,0.8987656741614072,0.32530212372901257,0.7510223618198048,0.09497878973126946,0.8987656741614072,1,5.571404868100414,0.3569415819418209,0.0007912647105016,2.1271430328409137e-05,0.1885057471264367,0.3120486753850305,0.38323706236001415,0.4496050925380172,0.46422256277260404,0.4079335140869975,0.5412000471531297,broker_bridge
46742,30,1,5.864582671497023,0.1158355035305961,-0.9612617378449254,0.08699021754117525,0.30207046884376443,0.04017613416415683,24.89039876046986,3,0.9233841418310658,0.8354138089390589,0.9408596282058931,0.34627564465548755,0.8055635486190499,0.10713963020947449,0.9408596282058931,2,5.864582671497025,0.1158355035305961,0.0040763653026058,0.0001547419686388,0.1569892473118279,0.6100220860685672,0.40174466580219265,0.284038665566427,0.8908405045384887,0.28898974419427087,0.926441117529176,cross_community_connector
47035,30,15,22.440170286365642,3.456618906144321,-0.7330465270849819,0.04456294169066921,0.21718204145206563,0.03415669261085305,29.27683928280155,2,0.20207707885005763,0.03154405549885344,0.9664282764601364,0.32572438992737884,0.9270528792546828,0.06200386844326216,0.9664282764601364,1,22.44017028636564,3.456618906144321,0.0103385268974797,3.1420723471771885e-05,0.2724252491694352,0.1433931482888885,0.9461275492160792,0.8196392785571143,0.5740893551809502,0.7647058823529411,0.2536838382647648,exposed_receiver
47261,30,0,3.7945786322091704,0.0,-1.0,0.0970170555330382,0.37114219806347115,0.047217713359753014,21.17849274870584,4,0.4892203800029009,0.21270556533474008,0.950093389614457,0.32417036791849796,0.8483475922134316,0.08908802817387662,0.950093389614457,0,3.794578632209172,0.0,0.0023360472374523,0.0002709163082107,0.1080459770114942,0.354403575909837,0.2759636920900625,0.11375692561593775,0.9394082282211482,0.17098903689732406,0.5969586231286101,peripheral_receiver
47558,30,4,7.330579386863493,0.5267541043800777,-0.8659203901763602,0.07485466569980855,0.3186144788688314,0.04141086963561416,24.14824921087821,2,0.319431468322587,0.05799440594335874,0.9326402171259657,0.2897529529151746,0.8003374856346529,0.07171711387106659,0.9326402171259657,1,7.330579386863495,0.526754104380078,0.0018615270780473,9.58120090945693e-06,0.2258064516129032,0.1223023407760076,0.49451844866202993,0.5144406459978781,0.27313450430272307,0.5746198278910762,0.21372156076859603,cluster_core
