n_scenarios,n_profiles,profile_source_n,n_opinion_domains,opinion_source_domains,opinion_directional_leaves,n_attack_triplets,attack_reference_n,attack_leaf_coverage,max_cross_ontology_cramers_v,max_within_attack_cramers_v,planned_max_vif,highres_median_vif,highres_max_vif,max_categorical_cramers_v
10000,10000,10000,7,7,106,10000,48991,0.7595,0.03170434777240835,0.49958945843397895,1.0031944572900262,11.723172275785558,67.37092344843485,0.5530497014738699
