attack_label,n,ae_private_mean,ae_private_sd,pn_increment_effectivity_mean,ae_total_network_mean
Credentialed_Domain_Persona_Fabrication,700,39.17857142857143,17.512745351444277,15.978571428571428,55.15714285714286
Petition_Astroturf,700,35.317142857142855,16.701605479341623,14.212857142857143,49.53
Repost_Bot_Amplification,700,33.48285714285714,14.019850748172106,13.054285714285715,46.537142857142854
Quote_Context_Stripping,700,19.204285714285714,9.773382668660048,10.715714285714286,29.92
Headline_And_Lede_Misframing,700,19.922857142857143,9.453283545603755,9.561428571428571,29.484285714285715
